,inchikey,hmdb,kegg,fingerprints
C03145_N-Formylmethionine,PYUSHNKNPOHWEZ-YFKPBYRVSA-N,HMDB0001015,C03145,11000000011000100011000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000100000100000000100000000000000000000000100000101000110001011100000000000110100000100000100000000010110000000000001000001000000010000000000000000000100100001001100000000000000000000000000000000000000000000000000000010000000000000000000010000001100010000000000000000000000000100000000000010000001000000000000000100000000001000100000000000000000001000001011000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C00097_Cys,XUJNEKJLAYXESH-REOHCLBHSA-N,HMDB0000574,C00097,10000000010000100011000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000100000100000000100000000000000000000000100000101000110001011100000000000100100000000000100000000000010000000000001000000100000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000010000001100000000000000000000000000000100000000000000000000000000000000000000000000000000100000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C10172_Proline betaine,CMUNUTVVOOHQPW-LURJTMIESA-N,HMDB0004827,C10172,11000000011000100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000000000000000000000000000000000000100000101000110000011000000000000100000000100000100000000011000000000000000000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001100010000000000000000000000000100000000000010010000000001000000000100000000001000000000000000000000001000000000000000000100100000000000000000000100110000001000100000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C00689_Trehalose 6-phosphate,LABSPYBHMPDTEL-LIZSDCNHSA-N,HMDB0001124,C00689,11100000011100000011110000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001000100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000100000000000000000100000010100101100001000000000000011000000000000100000000000000000000000011100010000000000000100000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010001000000000010000000000000000000000000001000100100000000000000000001010000000000000000000001110000000000000001110000000110000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C00093_Glycerophosphate,AWUCVROLDVIAJX-GSVOUGTGSA-N,HMDB0000126,C00093,11000000010000000011100000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000100000000000000000100000010100101000001000000000000010000000000000000000000000000000000000001100010000000000000100000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010001000000000000000000000000000000000000000000000100000000000000000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C00438_Carbamoylaspartate,HLKXYZVTANABHZ-REOHCLBHSA-N,HMDB0000828,C00438,11000000011000110011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000100000101000110000011000000000000100000000010000100000000010110000000000001000000000000010000000000000000000100100000001100000000000000000000000000000000000000000000000000000000000000000000000000010000001100010000000000000000000100000100000000000011000000000000000000000100000000001000100000000000000000001100001011000000010000100000000000000000000010000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C00587_m-Hydroxybenzoate,IJFXRHURBJZNAO-UHFFFAOYSA-N,HMDB0002466,C00587,10000000011000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001101000000000000000000000100000000000000000000000110000000100100000001001100000000000001100000000111010000000000000000000001000000000100010000000001000100000110100100000100000000000000000100000000000000000001001000010000000000000000010001000100000000001000001100000100011001000000010000010011000110010100000100001010100010010100000000111000100000000001001001100000000010001000010001001100110000111110010101100100000110000100011100000000000000000000000010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000
C02727_N-epsilon-Acetyllysine,DTERQYGMUDWYAZ-ZETCQYMHSA-N,HMDB0000206,C02727,11100000011100110011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000100000101000110000011000000000000100000000100000100000000010110000000000001000000000000010000000000000000001100100000001100000000000000000000000000000000000000000000000000000000000000000000000000010000001100010000000000000000000000000100000000000010010000000001000000000000000000001000100000000000000000001000001011000000000100000000000000000000001100110000100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C00258_Glycerate,RBNPOMFGQQGHHO-UWTATZPHSA-N,HMDB0000139,C00258,10000000010000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000010100101000001000000000000010000000000000100000000000000000000000001000000000000010000000000000000000100100000000100000000010000000000000000000000000000000000000000000000000000000000000000000000001010000000000000000000000000000010001000000000100000000000000000000000000000000000100000000000000000000010010000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C03752_Glucosaminate,UFYKDFXCZBTLOO-TXICZTDVSA-N,METPA0433,C03752,11000000011000100011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000100000111100111000011000000000000110000000000000100000000000010000000000001000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000010000001100000000000000000000000000000110001000000010110000000001000000000000000000000000100000000000000000001110011000000000000000000010000000000000001111110100111110000000101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C00214_Thymidine,IQFYYKKMVGJFEH-XLPZGREQSA-N,HMDB0000273,C00214,11000000011100110011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000110000010100111000011000000000000110000000110000000000000011110000000000011000000000100010000000001000000001010101100101000000000000100000000000000000000000000000000000000000000000000000000000000000000001000010000000000001000000100000010001000000000010000000001000000100000000000011100100000000000000000011110000011100100010000000110000000011000000101100000011000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C01044_N-Formylaspartate,MQUUQXIFCBBFDP-VKHMYHEASA-N,HMDB0060495,C01044,10000000011000100011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000100000101000110000011000000000000110000000000000100000000010110000000000001000000000000010000000000000000000100100001001100000000000000000000000000000000000000000000000000000000000000000000000000010000001100010000000000000000000000000100000000000011000000000000000000000100000000001000100000000000000000001100001011000000000000100000000000000000000010000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C00352_Glucosamine 6-phosphate,XHMJOUIAFHJHBW-IVMDWMLBSA-N,HMDB0001254,C00352,11000000011000100011110000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000100000000000000000100000111100111100011000000000000111000000000000100000000000010000000000011100010000000000000100000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000100110001000000000010000000001000000000000000000000110100000000000000000001110001000000000000000001110000000000000001111100000111000000000101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C02230_3-Methylguanine,XHBSBNYEHDQRCP-UHFFFAOYSA-N,HMDB0001566,C02230,10000000011000111010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000000000011000000000000000000000000001111000000000000100000000000000000000000000000000100000001000000000011001011000000100000001111011000000010111110010011001000000000000101010000000000100000111011100010111010000000000100000001000000000101101100101110001000010100000000000010101000110000001101010000101010001000000100000000100100000001000010000000100100000100000000101000000000010000000000010000000000000000010010000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C02299_N-Methylaniline,AFBPFSWMIHJQDM-UHFFFAOYSA-N,,C02299,11000000011000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001110000000000000100000000000000000000000000000000100000001000100000010001000000000100001100101100000010000010110000000000000000000000100000000000000000100100010000100100000000000000100000100000000000000000001000010000001000000000000010001000100010000000000010000110010010001000000010000010000000100010110000001001000110010001100001000010000000001000011000001001000000000000010010001100100000000111000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C00345_6-Phosphogluconate,BIRSGZKFKXLSJQ-SQOUGZDYSA-N,HMDB0001316,C00345,11000000011000000011110000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000100000000000000000100000010100101000001000000000000010000000000000100000000000000000000000001100010000000010000100000000000000100100000000100010000010000000000000000000000000000000000000000000000000000000000000000000000001010000000000000000000000000000010001000000010110000000000000000000000000000000000100000000000000000001010010000000000000000000010000000000000001110010100110110000000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C00670_Glycerophosphorylcholine,SUHOQUVVVLNYQR-MRVPVSSYSA-O,HMDB0000086,C00670,11100000011100100011100000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000000000000100000100000000000000000100000010100111000011000000000000110000000100000000000000011000000000000001100010000000000000100000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000110001000000000000000000000000000000000000000000000100000000000000000000010000000000000000000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C00160_Glycolate,AEMRFAOFKBGASW-UHFFFAOYSA-N,,C00160,10000000010000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000000000000000101000001000000000000010000000000000100000000000000000000000001000000000000010000000000000000000100100000000100000000010000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C00296_Quinate,AAWZDTNXLSGCEK-WYWMIBKRSA-N,HMDB0003072,C00296,
C00006_NADP+,XJLXINKUBYWONI-NNYOXOHSSA-O,HMDB0000217,C00006,11100000011110111011111000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100010010001001000000000000000001011000101100000000000000000000000000000000000000000000000000001011000000000011111111000000000000000000001111000000000000100000000100000100000000000000000110000011100111000011001111100000110001111011111000010111111010011000001011100010000101010000100001100110111011101110111010010000000100000101000000000101101001101010001001010100000000010011101100000100001001110000111010011011000100010110111100011111010110000001101110111010001100111100110010110001000011011111000000000000010110110111100100111100110111110000011000100000010000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C11527_4-Hydroxymandelate,YHXHKYRQLYQUIH-UHFFFAOYSA-N,HMDB0000822,C11527,11000000011100000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001101000000000000000000000100000000000000000000000110000010100101000001001100000000010001100000000111010000000000000000000001000000000100010000000001000100000110100100000100000000010000000100000000000000000001000000010000000000000000010001000100000000001010001100000100010001000000010010011011000110010100000100001010100010010100000000111000000000000001001001100000000010001000010011001100000000111100010001110100010100100100011100010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C04548_Synephrine,YRCWQPVGYLYSOX-UHFFFAOYSA-N,HMDB0004826,C04548,11000000011100100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001111000000000000100000000100000000000000000000000110000010100111000011001100000000110001100100000011010000010110000000000001000000000100000000000001000100000010000100000000000000000000000100000000000000000001000000010000000000000000010001000100010000000000011100000100010001000000010100011011000100010100000101001000100010011100001000111000000000000001001001101000000010001000110001001100000000111100100001110000010100100000011100010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C00643_5-Hydroxytryptophan,LDCYZAJDBXYCGN-VIFPVBQESA-N,HMDB0000472,C00643,11000000011100110011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000001011000000000011111000000000000000000000001111000000000000100000000100000000000000000000000110000101100110000011001111000000100001111001100111011110010110010011001001000000000101010000000001100110100111101110100110000000000100000101000000000100000001100010010001000100000000010001101100110100001101111100110110010011000000010100010011011110010110000101001000110010011100001000111000000001000011001001101000000010001110010001101100000000111101110001101100111110010100011101000000001000000000000010000000000000000000000100000000000000000000000001000000000000010000000000000000000000100000000000000000000000000000000000000000000000000000000000
C00128_CMP-N-acetylneuraminate,TXCIAUNLDRJGJZ-BILDWYJOSA-N,HMDB0001176,C00128,11100000011110111011111000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100100000000000000000000000000000001001000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000100000000000000000100000111100111000011000000000000110000000110000100000000011110000000000011100010000101010000100000000100011111101100111110010000010100000000000000000000001000000000000001000000000000010000000000010000001010110000000000000010000100100110001000000010010000000001000000000000100000011110100000000000000000001110001011000000010100101110000000000000001111110101111100110100111100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C02627_2-Deoxystreptamine,DTFAJAKTSMLKAT-JDCCYXBGSA-N,,C02627,
C06325_2-Quinolinecarboxylate,LOAUVZALPPNFOQ-UHFFFAOYSA-N,HMDB0000842,C06325,10000000011100100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000100000000000000000000000000000000000000000000000000000000000000101100011111000000000000000000000001111000000000000000000000100000000000000000000000110000001000100000011001111000000000001100001100100011110010000010000001001000000000101010000000001100100100111100100100110000000100100000101000000000100000001001110000001000100000000010001001100000100001101100000110110011011000000010100010011011110010110000001001010110110001100001000111000100001000011001001100000000000001110110001101100110000111100110001100100010110000100011100000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000
C00020_AMP,UDMBCSSLTHHNCD-KQYNXXCUSA-N,HMDB0000045,C00020,11000000011100111011100000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100010010000000000000000000000001011000000000000000000000000000000000000000000000000000000000001011000000000011111100000000000000000000001111000000000000100000000100000100000000000000000100000011100111000011001011100000110000001011111000010111111010011000001011100010000101000000100000100000110011000010110010010000000100000001000000000101101000100010001000010100000000000010101000000100000001010000101010000010000100000110101100000000010010000001100100001000000000111100100010000001000000011110000000000000010110100110000000000100000111100000011000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C00612_N1-Acetylspermidine,MQTAVJHICJWXBR-UHFFFAOYSA-N,HMDB0001276,C00612,11100000011100110010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000000000000000000000000000100000000000110000011000000000000100000000100000000000000010110000000000000000000000000010000000000000000001000100000001000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000001100000000000000000001000000000000000000000000000001011000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C00022_Pyruvate,LCTONWCANYUPML-UHFFFAOYSA-N,HMDB0000243,C00022,10000000010000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000000100100000001000000000000000000000100000100000000000000000000000001000000000000010000000000010000000100100000000100000000010000000000000000000000000000000000000000000000000000000000000000000000001010000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C00105_UMP,DJJCXFVJDGTHFX-XVFCMESISA-N,HMDB0000288,C00105,11000000011100110011110000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000100000000000000000100000010100111000011000000000000110000000010000000000000011110000000000011100010000100010000100000000100001010101100101000010000000100000000000000000000000000000000000001000000000000010000000000000000000000010000000000001000000100000110001000000000010000000001000000000000000000011100100000000000000000011110001011100100010000100110000000011000000111100000011000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C04483_DCA,KXGVEGMKQFWNSR-LLQZFEROSA-N,HMDB0000626,C04483,11110000011110000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000000000000001100000110000011000000000000000000000000000000000000000000000001100000110000000000000000000000000000000001101000000000000000000000100000000000000000000000111100010100101000001000000000000010000000100000100000000000000000000000001000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000001000000010010000000000000000000000000000000000100000000000000000001000000000000000000000000000000000000000001100010001100100011110000100011111000000000000000000000000000000000000000000000000000000000000000110000000000000000000110000000000000000000110000000000000000000100000000000000000000100000000000000000000
C02635_3-Chloroalanine,ASBJGPTTYPEMLP-REOHCLBHSA-N,,C02635,10000000010000100011000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000010000100000000100000000000000000000000100000101011110000011000000001000100000000000000100000000000010000000000001000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000010000001100000000000001000000000000000100000000000000000000000000000000000000000000000000100000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C00158_Citrate,KRKNYBCHXYNGOX-UHFFFAOYSA-N,HMDB0000094,C00158,11000000011000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000110001000100100000001000000000000000000000000000100000000000000000000000001000000000000010000000000000000000100100000000100000000010000000000000000000000000000000000000000000000000000000000000000000000001010000000000000000000000000000010000000000010110000000000000000000000000000000000100000000000000000001010010000000000000000000010000000000000000110010110010011000000000000010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C00109_2-Oxobutyrate,TYEYBOSBBBHJIV-UHFFFAOYSA-N,HMDB0000005,C00109,10000000011000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000000100100000001000000000000000000000100000100000000000000000000000001000000000000010000000000010000000100100000000100000000010000000000000000000000000000000000000000000000000000000000000000000000001010000000000000000000000000000000000000000010000000000000000000000000000000000000100000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C00148_Pro,ONIBWKKTOPOVIA-BYPYZUCNSA-N,HMDB0000162,C00148,11000000011000100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000100000101000110000011000000000000100000000000000100000000010110000000000001000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000010000001100010000000000000000000000000100000000000010010000000001000000000100000000001000100000000000000000001000001000000000000100100000000000000000000100110000001000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C00366_Urate,LEHOTFFKMJEONL-UHFFFAOYSA-N,HMDB0000289,C00366,10000000011000111011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000001011000000000000000000000000000000000000000111000000000000100000000000000000000000000000000100000001000000000011000000000000000000000010000000000000010110000000000000000000000100010000000000000000101010100000101000000000000100000000000000000000000000000000000000000000000000000000000000000000000100000000000000001000000100000000100000000000000000000000000000000100000000100000000000000000000000010000000010100100010000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
-_2-Hydroxyoctanoate,JKRDADVRIYVCCY-UHFFFAOYSA-N,HMDB0000711,,11100000011100000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000010100101000001000000000000010000000100000100000000000000000000000001000000000000010000000000000000000100100000000100000000010000000000000000000000000000000000000000000000000000000000000000000000001010000000000000000000000000000010001000000010010000000000000000000000000000000000100000000000000000001000000000000000000000000010000000000000001100010001100100010100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C00750_Spermine,PFNFFQXMRSDOHW-UHFFFAOYSA-N,HMDB0001256,C00750,11100000011100111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110000000000000100000000000000000000000000000000100000000000110000010000000000000100000000000000000000000010110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000001100000000000000000001000000000000000000000000000001000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C00257_Gluconate,RGHNJXZEOKUKBD-SQOUGZDYSA-N,HMDB0000625,C00257,11000000011000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000010100101000001000000000000010000000000000100000000000000000000000001000000000000010000000000000000000100100000000100000000010000000000000000000000000000000000000000000000000000000000000000000000001010000000000000000000000000000010001000000010110000000000000000000000000000000000100000000000000000001010010000000000000000000010000000000000001110010100110110000000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C02989_Methionine sulfoxide,QEFRNWWLZKMPFJ-YGVKFDHGSA-N,HMDB0002005,C02989,11000000011000100011000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000100000100000000100000000000000000000000100000101000110001011100000000000100100000100000100000000000010000000000001000001010000010000000000000000000100100000000100001000000010000000000000000000000000000000000000000010000000000000000000010000001100000000000000000000000000000100000000000010000001000000000000000000000000000000100000000000000000001000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C02710_N-Acetylleucine,WXNXCEHXYPACJF-ZETCQYMHSA-N,HMDB0011756,C02710,11000000011100100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000110100101000110000011000000000000100000000100000100000000010110000000000001000000000000010000000000000000001100100000001100000000000000000000000000000000000000000000000000000000000000000000000000010000001100010000000000000000000000000100000000000010010000000001000000000100000000001000100000000000000000001000001011000000000100100000000000000000000100010000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C05582_Homovanillate,QRMZSPFSDQBLIX-UHFFFAOYSA-N,HMDB0000118,C05582,11000000011100000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001101000000000000000000000100000000000000000000000110000000100100000001001100000000010001100100000111010000000000000000000011000000000100010000000001000100000110100100000100000000000000000100000100000000000001000000010000000000000000010001000100000000001000001101000100010001000000011010010011000110010100001100011010100011010100000000111000000100011001001001100000000010001000010111011100000000111100010001110110010111100110011100010000000000000000000010000000000000000000000000100000000000000010000000000000000000010000000000000000000000000100000000000000000000000000000000000000000000000000000000
