,ASV 0,ASV 1,ASV 2,ASV 3,ASV 4,ASV 5,ASV 6,ASV 7,ASV 8,ASV 9,ASV 10,ASV 11,ASV 12,ASV 13,ASV 14,ASV 15,ASV 16,ASV 17,ASV 18,ASV 19,ASV 20,ASV 21,ASV 22,ASV 23,ASV 24,ASV 25,ASV 26,ASV 27,ASV 28,ASV 29,ASV 30,ASV 31,ASV 32,ASV 33,ASV 34,ASV 35,ASV 36,ASV 37,ASV 38,ASV 39,ASV 40,ASV 41,ASV 42,ASV 43,ASV 44,ASV 45,ASV 46,ASV 47,ASV 48,ASV 49,ASV 50,ASV 51,ASV 52,ASV 53,ASV 54,ASV 55,ASV 56,ASV 57,ASV 58,ASV 59,ASV 60,ASV 61,ASV 62,ASV 63,ASV 64,ASV 65,ASV 66,ASV 67,ASV 68,ASV 69,ASV 70,ASV 71,ASV 72,ASV 73,ASV 74,ASV 75,ASV 76,ASV 77,ASV 78,ASV 79,ASV 80,ASV 81,ASV 82,ASV 83,ASV 84,ASV 85,ASV 86,ASV 87,ASV 88,ASV 89,ASV 90,ASV 91,ASV 92,ASV 93,ASV 94,ASV 95,ASV 96,ASV 97,ASV 98,ASV 99,ASV 100,ASV 101,ASV 102,ASV 103,ASV 104,ASV 105
ASV 27,1.01717,1.0364,1.15618,1.13924,1.1396899999999999,1.15239,1.1443,1.14362,1.13885,1.15724,0.9233900000000002,0.9451800000000001,0.9208200000000002,0.9729800000000002,0.95685,0.21975000000000003,0.17374,0.05636,0.16563999999999998,0.20935,0.20447,0.1862,0.08718000000000001,0.22191999999999998,0.16805,0.21681999999999998,0.16322,0.0,0.2149,0.27998,0.44031000000000003,0.30694,0.30223,0.29822000000000004,0.49605,0.41696,0.49560000000000004,0.45827,0.49915,0.90857,0.90251,1.0364399999999998,1.1092799999999998,0.9682499999999999,1.00708,0.9664800000000001,1.0516599999999998,0.9566200000000001,1.0106899999999999,1.00206,1.0278999999999998,1.00353,1.0076699999999998,0.9795799999999998,1.0123699999999998,0.96094,1.0603199999999997,1.0547599999999997,1.0388399999999998,1.0096999999999998,0.9101100000000001,1.0137599999999998,1.0191399999999997,1.0591899999999999,1.0096899999999998,1.00157,1.06506,1.0084299999999997,1.0414299999999999,1.0449999999999997,1.0614099999999997,1.0359299999999998,1.0362599999999997,1.00186,0.99706,0.9898999999999999,0.9941399999999999,1.0461899999999997,0.98362,1.00715,0.9983099999999999,1.0149499999999998,1.0159899999999997,1.00262,1.0249,0.9856699999999999,1.00136,0.9898699999999999,1.0429799999999998,1.0092099999999997,1.0329599999999999,0.9649200000000001,0.9296099999999999,0.88935,0.87725,0.9226899999999999,0.9107299999999999,0.9975299999999999,0.91277,0.9165300000000002,0.96724,1.03571,1.05646,1.05286,1.0422999999999998,0.92561
ASV 28,1.0509499999999998,1.07018,1.1899600000000001,1.1730200000000002,1.17347,1.1861700000000002,1.1780800000000002,1.1774000000000002,1.17263,1.1910200000000002,0.9571700000000001,0.97896,0.9546000000000001,1.00676,0.9906299999999999,0.09119,0.1308,0.23618,0.14495999999999998,0.044449999999999996,0.05971,0.12134,0.19684000000000001,0.0292,0.14737,0.051919999999999994,0.14254,0.2149,0.0,0.31376,0.47409,0.34071999999999997,0.33601,0.332,0.5298299999999999,0.45074,0.52938,0.49205,0.5329299999999999,0.9423499999999999,0.93629,1.0702199999999997,1.1430599999999997,1.00203,1.04086,1.00026,1.0854399999999997,0.9904000000000001,1.0444699999999998,1.0358399999999999,1.0616799999999997,1.0373099999999997,1.0414499999999998,1.0133599999999996,1.0461499999999997,0.9947199999999999,1.0940999999999996,1.0885399999999996,1.0726199999999997,1.0434799999999997,0.94389,1.0475399999999997,1.0529199999999999,1.0929699999999998,1.0434699999999997,1.0353499999999998,1.0988399999999998,1.0422099999999999,1.0752099999999998,1.0787799999999996,1.0951899999999997,1.0697099999999997,1.0700399999999997,1.03564,1.0308399999999998,1.0236799999999997,1.0279199999999997,1.0799699999999997,1.0173999999999999,1.0409299999999997,1.0320899999999997,1.0487299999999997,1.0497699999999999,1.0363999999999998,1.0586799999999998,1.0194499999999997,1.0351399999999997,1.0236499999999997,1.0767599999999997,1.0429899999999999,1.0667399999999998,0.9987,0.9633899999999999,0.9231299999999999,0.9110299999999999,0.9564699999999998,0.9445099999999998,1.0313099999999997,0.9465499999999999,0.9503100000000001,1.0010199999999998,1.0694899999999998,1.0902399999999999,1.0866399999999998,1.0760799999999997,0.95939
ASV 29,0.99107,1.0103,1.13008,1.11314,1.1135899999999999,1.12629,1.1182,1.11752,1.11275,1.13114,0.8972900000000001,0.9190800000000001,0.8947200000000002,0.9468800000000002,0.93075,0.31861,0.2726,0.30126000000000003,0.2645,0.30821000000000004,0.30333,0.28506000000000004,0.26192,0.32078,0.26691000000000004,0.31568,0.26208000000000004,0.27998,0.31376,0.0,0.41421,0.28084,0.27613,0.33776,0.4699499999999999,0.39085999999999993,0.4695,0.43217,0.47304999999999997,0.88247,0.87641,1.0103399999999998,1.0831799999999998,0.9421499999999999,0.9809800000000001,0.9403800000000001,1.0255599999999998,0.9305200000000001,0.98459,0.97596,1.0018,0.9774299999999999,0.9815699999999999,0.95348,0.9862699999999999,0.93484,1.03422,1.02866,1.0127399999999998,0.9835999999999999,0.8840099999999999,0.9876599999999999,0.99304,1.0330899999999998,0.9835899999999999,0.97547,1.0389599999999999,0.98233,1.0153299999999998,1.0189,1.03531,1.0098299999999998,1.01016,0.9757600000000001,0.9709599999999999,0.9637999999999999,0.9680399999999999,1.02009,0.95752,0.9810499999999999,0.9722099999999999,0.9888499999999999,0.98989,0.9765199999999999,0.9988,0.9595699999999999,0.9752599999999999,0.9637699999999999,1.0168799999999998,0.98311,1.00686,0.9388200000000001,0.9035099999999999,0.86325,0.85115,0.8965899999999999,0.8846299999999999,0.9714299999999999,0.88667,0.8904300000000002,0.9411400000000002,1.00961,1.03036,1.02676,1.0162,0.89951
ASV 30,0.91752,0.9367500000000001,1.05653,1.03959,1.0400399999999999,1.05274,1.04465,1.04397,1.0392,1.05759,0.8237400000000001,0.8455300000000001,0.8211700000000002,0.8733300000000002,0.8572,0.47894000000000003,0.43293000000000004,0.46159000000000006,0.42483000000000004,0.46854,0.46366,0.44539,0.42225,0.48111,0.42724,0.47601,0.42241,0.44031000000000003,0.47409,0.41421,0.0,0.41125,0.40654,0.49809000000000003,0.3964,0.31731,0.39595,0.35862,0.39949999999999997,0.80892,0.80286,0.9367899999999999,1.0096299999999998,0.8685999999999999,0.9074300000000001,0.8668300000000001,0.9520099999999999,0.8569700000000001,0.91104,0.90241,0.9282499999999999,0.9038799999999999,0.9080199999999999,0.87993,0.9127199999999999,0.86129,0.96067,0.95511,0.9391900000000001,0.9100499999999999,0.8104600000000001,0.9141100000000001,0.91949,0.95954,0.9100400000000001,0.9019199999999999,0.96541,0.90878,0.94178,0.94535,0.9617600000000001,0.9362800000000001,0.93661,0.9022100000000001,0.8974099999999999,0.8902500000000001,0.8944900000000001,0.94654,0.88397,0.9075000000000001,0.8986600000000001,0.9153000000000001,0.91634,0.9029699999999999,0.92525,0.8860199999999999,0.9017100000000001,0.8902199999999999,0.9433299999999999,0.90956,0.93331,0.8652700000000001,0.8299599999999999,0.7897,0.7776,0.8230399999999999,0.8110799999999999,0.8978799999999999,0.81312,0.8168800000000002,0.8675900000000002,0.93606,0.95681,0.95321,0.9426500000000001,0.82596
ASV 31,0.9881099999999999,1.00734,1.12712,1.11018,1.1106299999999998,1.12333,1.11524,1.11456,1.1097899999999998,1.12818,0.8943300000000001,0.91612,0.8917600000000001,0.9439200000000001,0.9277899999999999,0.34557,0.29956,0.32822,0.29146,0.33517,0.33029,0.31202,0.28887999999999997,0.34774,0.29387,0.34264,0.28904,0.30694,0.34071999999999997,0.28084,0.41125,0.0,0.10083,0.36472000000000004,0.46698999999999996,0.38789999999999997,0.46654,0.42921000000000004,0.47008999999999995,0.8795099999999999,0.87345,1.00738,1.0802199999999997,0.9391899999999999,0.97802,0.93742,1.0225999999999997,0.92756,0.9816299999999999,0.973,0.9988399999999998,0.9744699999999998,0.9786099999999999,0.9505199999999999,0.9833099999999998,0.9318799999999999,1.0312599999999998,1.0256999999999998,1.00978,0.9806399999999998,0.88105,0.9847,0.99008,1.0301299999999998,0.98063,0.9725099999999999,1.0359999999999998,0.97937,1.0123699999999998,1.0159399999999998,1.0323499999999999,1.0068700000000002,1.0072,0.9728,0.9679999999999999,0.96084,0.96508,1.0171299999999999,0.95456,0.97809,0.9692500000000001,0.98589,0.98693,0.9735599999999999,0.99584,0.9566099999999998,0.9723,0.9608099999999998,1.0139199999999997,0.98015,1.0039,0.93586,0.9005499999999999,0.8602899999999999,0.8481900000000001,0.8936299999999998,0.8816699999999998,0.9684699999999998,0.8837099999999999,0.8874700000000001,0.9381800000000001,1.0066499999999998,1.0273999999999999,1.0237999999999998,1.01324,0.89655
ASV 32,0.9834000000000002,1.0026300000000001,1.1224100000000001,1.10547,1.10592,1.11862,1.11053,1.10985,1.10508,1.12347,0.8896200000000001,0.9114100000000002,0.8870500000000002,0.9392100000000001,0.9230800000000001,0.34086,0.29485,0.32351,0.28675,0.33046000000000003,0.32558,0.30731,0.28417,0.34303,0.28916000000000003,0.33793,0.28433,0.30223,0.33601,0.27613,0.40654,0.10083,0.0,0.36001000000000005,0.46227999999999997,0.38319,0.46183,0.42450000000000004,0.46537999999999996,0.8747999999999999,0.86874,1.00267,1.0755099999999997,0.9344799999999999,0.97331,0.93271,1.0178899999999997,0.9228500000000001,0.9769199999999999,0.96829,0.9941299999999998,0.9697599999999998,0.9738999999999999,0.9458099999999999,0.9785999999999998,0.9271699999999999,1.0265499999999999,1.0209899999999998,1.0050700000000001,0.9759299999999999,0.87634,0.97999,0.98537,1.0254199999999998,0.97592,0.9677999999999999,1.0312899999999998,0.97466,1.0076599999999998,1.0112299999999999,1.0276399999999999,1.0021600000000002,1.00249,0.96809,0.9632899999999999,0.95613,0.9603700000000001,1.0124199999999999,0.94985,0.97338,0.9645400000000001,0.98118,0.98222,0.9688499999999999,0.99113,0.9518999999999999,0.9675900000000001,0.9560999999999998,1.0092099999999997,0.97544,0.9991899999999999,0.93115,0.8958399999999999,0.8555799999999999,0.8434800000000001,0.8889199999999998,0.8769599999999999,0.9637599999999998,0.8789999999999999,0.8827600000000001,0.9334700000000001,1.0019399999999998,1.0226899999999999,1.0190899999999998,1.00853,0.89184
ASV 33,1.0749499999999999,1.09418,1.2139600000000002,1.1970200000000002,1.19747,1.2101700000000002,1.2020800000000003,1.2014000000000002,1.19663,1.2150200000000002,0.9811700000000001,1.00296,0.9786000000000001,1.03076,1.01463,0.33685000000000004,0.29084000000000004,0.3195,0.28274000000000005,0.32645,0.32157,0.3033,0.2801600000000001,0.33902,0.28515,0.33392,0.28032,0.29822000000000004,0.332,0.33776,0.49809000000000003,0.36472000000000004,0.36001000000000005,0.0,0.5538299999999999,0.47474,0.55338,0.51605,0.55693,0.9663500000000002,0.96029,1.0942199999999997,1.1670599999999998,1.0260299999999998,1.06486,1.02426,1.1094399999999998,1.0144,1.0684699999999998,1.05984,1.0856799999999998,1.0613099999999998,1.0654499999999998,1.0373599999999998,1.0701499999999997,1.0187199999999998,1.1180999999999999,1.1125399999999999,1.0966199999999997,1.0674799999999998,0.9678899999999998,1.0715399999999997,1.0769199999999999,1.1169699999999998,1.0674699999999997,1.0593499999999998,1.1228399999999998,1.0662099999999999,1.0992099999999998,1.1027799999999999,1.11919,1.0937099999999997,1.09404,1.05964,1.0548399999999998,1.0476799999999997,1.0519199999999997,1.10397,1.0413999999999999,1.0649299999999997,1.0560899999999998,1.0727299999999997,1.07377,1.0603999999999998,1.0826799999999999,1.0434499999999998,1.0591399999999997,1.0476499999999997,1.1007599999999997,1.0669899999999999,1.0907399999999998,1.0227,0.9873899999999999,0.9471300000000001,0.9350300000000001,0.9804699999999998,0.9685099999999999,1.0553099999999997,0.9705499999999999,0.9743100000000001,1.02502,1.0934899999999999,1.11424,1.1106399999999998,1.10008,0.98339
ASV 34,0.9483199999999999,0.96755,1.08733,1.07039,1.0708399999999998,1.08354,1.07545,1.07477,1.0699999999999998,1.08839,0.8545400000000001,0.87633,0.8519700000000001,0.9041300000000001,0.8879999999999999,0.5346799999999999,0.48866999999999994,0.51733,0.48057,0.52428,0.5194,0.50113,0.47799,0.5368499999999999,0.48297999999999996,0.53175,0.47814999999999996,0.49605,0.5298299999999999,0.4699499999999999,0.3964,0.46698999999999996,0.46227999999999997,0.5538299999999999,0.0,0.20063,0.010870000000000001,0.09868,0.10568,0.8397200000000001,0.83366,0.9675900000000001,1.0404299999999997,0.8994000000000001,0.93823,0.89763,0.9828100000000001,0.8877700000000001,0.9418400000000001,0.93321,0.9590500000000001,0.9346800000000001,0.9388200000000001,0.9107299999999999,0.94352,0.8920900000000002,0.99147,0.98591,0.96999,0.9408500000000001,0.84126,0.94491,0.95029,0.9903399999999999,0.94084,0.9327200000000001,0.9962099999999999,0.93958,0.9725800000000001,0.97615,0.99256,0.96708,0.96741,0.93301,0.9282100000000001,0.92105,0.9252900000000001,0.97734,0.9147700000000002,0.9383,0.9294600000000001,0.9461,0.94714,0.9337700000000001,0.9560500000000002,0.9168200000000001,0.9325100000000001,0.9210200000000001,0.97413,0.94036,0.9641100000000001,0.89607,0.8607600000000001,0.8205000000000001,0.8084000000000001,0.85384,0.8418800000000001,0.9286800000000001,0.8439200000000001,0.8476800000000001,0.8983900000000001,0.9668600000000002,0.9876100000000002,0.9840100000000002,0.97345,0.8567600000000002
ASV 35,0.8692300000000001,0.8884600000000001,1.00824,0.9913,0.99175,1.0044499999999998,0.99636,0.99568,0.9909100000000001,1.0093,0.7754500000000002,0.7972400000000002,0.7728800000000001,0.82504,0.80891,0.45559,0.40957999999999994,0.43823999999999996,0.40148,0.44519,0.44031,0.42203999999999997,0.3989,0.45775999999999994,0.40388999999999997,0.45265999999999995,0.39905999999999997,0.41696,0.45074,0.39085999999999993,0.31731,0.38789999999999997,0.38319,0.47474,0.20063,0.0,0.20018,0.16285,0.20373,0.76063,0.7545700000000001,0.8885,0.96134,0.82031,0.8591400000000001,0.8185400000000002,0.90372,0.8086800000000002,0.86275,0.8541200000000001,0.87996,0.85559,0.85973,0.83164,0.8644299999999999,0.8130000000000001,0.9123800000000001,0.9068200000000001,0.8908999999999999,0.86176,0.7621699999999999,0.8658199999999999,0.8712000000000001,0.91125,0.8617499999999999,0.85363,0.91712,0.8604900000000001,0.89349,0.8970600000000001,0.9134700000000001,0.88799,0.8883200000000001,0.8539200000000001,0.84912,0.8419599999999999,0.8462,0.8982500000000001,0.8356800000000001,0.8592099999999999,0.85037,0.86701,0.8680500000000001,0.85468,0.8769600000000001,0.83773,0.85342,0.84193,0.89504,0.8612700000000001,0.88502,0.8169800000000002,0.78167,0.74141,0.72931,0.7747499999999999,0.76279,0.84959,0.76483,0.7685900000000002,0.8193000000000003,0.8877700000000001,0.9085200000000001,0.9049200000000001,0.8943600000000002,0.7776700000000001
ASV 36,0.9478700000000001,0.9671000000000002,1.08688,1.06994,1.07039,1.0830899999999999,1.075,1.07432,1.06955,1.08794,0.85409,0.8758800000000001,0.8515200000000002,0.90368,0.8875500000000001,0.53423,0.48822,0.51688,0.48012,0.52383,0.5189499999999999,0.50068,0.47754,0.5364,0.48253,0.5313,0.4777,0.49560000000000004,0.52938,0.4695,0.39595,0.46654,0.46183,0.55338,0.010870000000000001,0.20018,0.0,0.09823,0.10523,0.8392700000000001,0.8332100000000001,0.96714,1.03998,0.89895,0.9377800000000002,0.8971800000000002,0.98236,0.8873200000000002,0.9413900000000001,0.9327600000000001,0.9586,0.93423,0.93837,0.9102800000000001,0.94307,0.8916400000000001,0.9910199999999999,0.9854599999999999,0.96954,0.9404,0.84081,0.94446,0.9498400000000001,0.98989,0.94039,0.93227,0.9957600000000001,0.9391300000000001,0.97213,0.9757000000000001,0.9921099999999999,0.96663,0.9669600000000002,0.9325600000000002,0.92776,0.9206,0.92484,0.9768900000000001,0.9143200000000001,0.93785,0.92901,0.94565,0.9466900000000001,0.93332,0.9556000000000001,0.91637,0.93206,0.92057,0.97368,0.9399100000000001,0.9636600000000001,0.8956200000000002,0.86031,0.8200500000000001,0.8079500000000001,0.85339,0.84143,0.92823,0.84347,0.8472300000000003,0.8979400000000003,0.9664100000000001,0.9871600000000001,0.9835600000000001,0.9730000000000002,0.8563100000000001
ASV 37,0.91054,0.9297700000000001,1.04955,1.03261,1.0330599999999999,1.04576,1.03767,1.03699,1.03222,1.05061,0.8167600000000002,0.8385500000000001,0.8141900000000002,0.8663500000000002,0.85022,0.4969,0.45089,0.47955000000000003,0.44279,0.4865,0.48162,0.46335,0.44021,0.49906999999999996,0.4452,0.49396999999999996,0.44037,0.45827,0.49205,0.43217,0.35862,0.42921000000000004,0.42450000000000004,0.51605,0.09868,0.16285,0.09823,0.0,0.10178000000000001,0.80194,0.79588,0.9298099999999999,1.00265,0.8616199999999999,0.9004500000000001,0.8598500000000001,0.9450299999999999,0.8499900000000001,0.90406,0.8954300000000001,0.9212699999999999,0.8968999999999999,0.90104,0.87295,0.9057399999999999,0.85431,0.95369,0.94813,0.9322100000000001,0.9030699999999999,0.8034800000000001,0.9071300000000001,0.91251,0.95256,0.9030600000000001,0.89494,0.95843,0.9018,0.9348,0.93837,0.9547800000000001,0.9293000000000001,0.9296300000000001,0.8952300000000001,0.8904299999999999,0.8832700000000001,0.8875100000000001,0.9395600000000001,0.87699,0.9005200000000001,0.8916800000000001,0.9083200000000001,0.9093600000000001,0.89599,0.91827,0.8790399999999999,0.8947300000000001,0.8832399999999999,0.9363499999999999,0.90258,0.92633,0.8582900000000001,0.8229799999999999,0.78272,0.77062,0.8160599999999999,0.8040999999999999,0.8908999999999999,0.80614,0.8099000000000002,0.8606100000000002,0.92908,0.9498300000000001,0.94623,0.9356700000000001,0.81898
ASV 38,0.95142,0.9706500000000001,1.09043,1.07349,1.07394,1.08664,1.0785500000000001,1.07787,1.0731,1.09149,0.8576400000000002,0.8794300000000002,0.8550700000000002,0.9072300000000002,0.8911,0.5377799999999999,0.49176999999999993,0.5204300000000001,0.48367,0.52738,0.5225,0.5042300000000001,0.48109,0.5399499999999999,0.48608,0.5348499999999999,0.48125,0.49915,0.5329299999999999,0.47304999999999997,0.39949999999999997,0.47008999999999995,0.46537999999999996,0.55693,0.10568,0.20373,0.10523,0.10178000000000001,0.0,0.84282,0.8367600000000001,0.9706899999999999,1.0435299999999998,0.9025,0.9413300000000001,0.9007300000000001,0.98591,0.8908700000000002,0.94494,0.9363100000000001,0.96215,0.93778,0.94192,0.91383,0.9466199999999999,0.89519,0.9945700000000001,0.9890100000000001,0.9730900000000001,0.94395,0.8443600000000001,0.9480100000000001,0.9533900000000001,0.99344,0.9439400000000001,0.93582,0.99931,0.9426800000000001,0.97568,0.9792500000000001,0.9956600000000001,0.9701800000000002,0.9705100000000001,0.9361100000000001,0.93131,0.9241500000000001,0.9283900000000002,0.9804400000000001,0.9178700000000001,0.9414000000000001,0.9325600000000002,0.9492000000000002,0.9502400000000001,0.93687,0.9591500000000001,0.91992,0.9356100000000002,0.9241199999999999,0.9772299999999999,0.9434600000000001,0.96721,0.8991700000000001,0.86386,0.8236,0.8115,0.8569399999999999,0.84498,0.9317799999999999,0.84702,0.8507800000000002,0.9014900000000002,0.96996,0.9907100000000001,0.98711,0.9765500000000001,0.8598600000000001
ASV 39,0.68214,0.70137,0.82115,0.8042099999999999,0.8046599999999999,0.8173599999999999,0.8092699999999999,0.8085899999999999,0.80382,0.8222099999999999,0.58836,0.61015,0.58579,0.6379499999999999,0.62182,0.9471999999999999,0.90119,0.9298500000000002,0.89309,0.9368,0.93192,0.91365,0.89051,0.9493699999999999,0.8955000000000001,0.94427,0.89067,0.90857,0.9423499999999999,0.88247,0.80892,0.8795099999999999,0.8747999999999999,0.9663500000000002,0.8397200000000001,0.76063,0.8392700000000001,0.80194,0.84282,0.0,0.17486,0.39466999999999997,0.46751,0.32648,0.3653099999999999,0.32470999999999994,0.40989,0.26739,0.32146,0.31283,0.33866999999999997,0.31429999999999997,0.31844,0.29034999999999994,0.3231399999999999,0.5698700000000001,0.66925,0.66369,0.6477700000000001,0.61863,0.51904,0.6226900000000001,0.62807,0.66812,0.6186200000000001,0.6105,0.6739900000000001,0.61736,0.65036,0.65393,0.67034,0.6448600000000001,0.64519,0.61079,0.60599,0.5988300000000001,0.6030700000000001,0.65512,0.5925500000000001,0.6160800000000001,0.6072400000000001,0.6238800000000001,0.62492,0.61155,0.6338300000000001,0.5946,0.6102900000000001,0.5988,0.65191,0.61814,0.53803,0.46998999999999996,0.5385399999999999,0.49827999999999995,0.48617999999999995,0.5316199999999999,0.5196599999999999,0.60646,0.5973600000000001,0.6011200000000002,0.6518300000000002,0.7203000000000002,0.7410500000000002,0.7374500000000002,0.72689,0.6255600000000001
ASV 40,0.67608,0.6953099999999999,0.8150899999999999,0.7981499999999999,0.7986,0.8112999999999999,0.80321,0.80253,0.7977599999999998,0.8161499999999999,0.5822999999999999,0.6040899999999999,0.5797299999999999,0.6318899999999998,0.6157599999999999,0.94114,0.8951299999999999,0.92379,0.8870299999999999,0.93074,0.92586,0.90759,0.8844500000000001,0.94331,0.8894399999999999,0.9382099999999999,0.88461,0.90251,0.93629,0.87641,0.80286,0.87345,0.86874,0.96029,0.83366,0.7545700000000001,0.8332100000000001,0.79588,0.8367600000000001,0.17486,0.0,0.38861,0.46145,0.32042000000000004,0.35924999999999996,0.31865,0.40383,0.26133,0.3154,0.30677,0.33261,0.30824,0.31238,0.28429,0.31708,0.56381,0.6631900000000001,0.65763,0.64171,0.61257,0.5129799999999999,0.61663,0.6220100000000001,0.66206,0.61256,0.6044400000000001,0.66793,0.6113000000000001,0.6443000000000001,0.6478700000000001,0.6642800000000001,0.6388,0.6391300000000001,0.6047300000000001,0.5999300000000001,0.59277,0.59701,0.6490600000000001,0.5864900000000001,0.61002,0.60118,0.61782,0.6188600000000001,0.6054900000000001,0.62777,0.5885400000000001,0.60423,0.59274,0.64585,0.6120800000000001,0.53197,0.46393,0.53248,0.49222,0.48012,0.5255599999999999,0.5136,0.6004,0.5913,0.5950600000000001,0.6457700000000002,0.7142400000000001,0.7349900000000001,0.7313900000000001,0.7208300000000001,0.6195000000000002
ASV 41,0.8100099999999999,0.82924,0.9490199999999998,0.9320799999999998,0.9325299999999999,0.9452299999999998,0.9371399999999999,0.9364599999999998,0.9316899999999999,0.9500799999999998,0.7162299999999999,0.73802,0.71366,0.7658199999999998,0.7496899999999999,1.0750699999999997,1.0290599999999996,1.0577199999999998,1.0209599999999996,1.0646699999999998,1.0597899999999998,1.0415199999999998,1.0183799999999998,1.0772399999999998,1.0233699999999997,1.0721399999999996,1.0185399999999998,1.0364399999999998,1.0702199999999997,1.0103399999999998,0.9367899999999999,1.00738,1.00267,1.0942199999999997,0.9675900000000001,0.8885,0.96714,0.9298099999999999,0.9706899999999999,0.39466999999999997,0.38861,0.0,0.44348000000000004,0.32875000000000004,0.34128,0.2786,0.41216,0.44272,0.49679000000000006,0.48816000000000004,0.514,0.48963,0.49377000000000004,0.46568,0.49846999999999997,0.6977400000000001,0.79712,0.79156,0.7756400000000001,0.7465,0.6469100000000001,0.7505600000000001,0.7559400000000001,0.7959900000000001,0.7464900000000001,0.7383700000000001,0.8018600000000001,0.7452300000000001,0.7782300000000001,0.7818,0.7982100000000001,0.7727300000000001,0.7730600000000001,0.7386600000000001,0.7338600000000001,0.7267000000000001,0.7309400000000001,0.7829900000000001,0.7204200000000002,0.7439500000000001,0.7351100000000002,0.7517500000000001,0.7527900000000001,0.7394200000000001,0.7617000000000002,0.7224700000000001,0.7381600000000001,0.72667,0.77978,0.7460100000000001,0.6659,0.5978600000000001,0.6664100000000001,0.6261500000000001,0.6140500000000001,0.65949,0.64753,0.73433,0.7252300000000002,0.7289900000000002,0.7797000000000003,0.8481700000000002,0.8689200000000002,0.8653200000000002,0.8547600000000002,0.7534300000000002
ASV 42,0.8828499999999999,0.90208,1.02186,1.0049199999999998,1.0053699999999999,1.0180699999999998,1.0099799999999999,1.0092999999999999,1.00453,1.02292,0.78907,0.81086,0.7865,0.8386599999999999,0.8225299999999999,1.1479099999999998,1.1018999999999997,1.1305599999999998,1.0937999999999999,1.1375099999999998,1.1326299999999998,1.1143599999999998,1.0912199999999999,1.1500799999999998,1.0962099999999997,1.1449799999999999,1.0913799999999998,1.1092799999999998,1.1430599999999997,1.0831799999999998,1.0096299999999998,1.0802199999999997,1.0755099999999997,1.1670599999999998,1.0404299999999997,0.96134,1.03998,1.00265,1.0435299999999998,0.46751,0.46145,0.44348000000000004,0.0,0.40159000000000006,0.36306000000000005,0.37352,0.48500000000000004,0.51556,0.5696300000000001,0.561,0.58684,0.56247,0.5666100000000001,0.53852,0.57131,0.7705800000000002,0.8699600000000001,0.8644000000000001,0.8484800000000001,0.8193400000000001,0.7197500000000001,0.8234000000000001,0.8287800000000001,0.8688300000000001,0.8193300000000001,0.8112100000000001,0.8747000000000001,0.8180700000000001,0.8510700000000001,0.8546400000000001,0.8710500000000001,0.8455700000000002,0.8459000000000001,0.8115000000000001,0.8067000000000001,0.7995400000000001,0.8037800000000002,0.8558300000000001,0.7932600000000002,0.8167900000000001,0.8079500000000002,0.8245900000000002,0.8256300000000001,0.8122600000000001,0.8345400000000002,0.7953100000000001,0.8110000000000002,0.79951,0.85262,0.8188500000000001,0.7387400000000001,0.6707000000000001,0.7392500000000001,0.6989900000000001,0.6868900000000001,0.73233,0.7203700000000001,0.80717,0.7980700000000002,0.8018300000000003,0.8525400000000003,0.9210100000000002,0.9417600000000003,0.9381600000000002,0.9276000000000002,0.8262700000000002
ASV 43,0.7418199999999999,0.76105,0.88083,0.8638899999999998,0.8643399999999999,0.8770399999999998,0.8689499999999999,0.8682699999999999,0.8634999999999999,0.8818899999999998,0.64804,0.6698299999999999,0.64547,0.6976299999999999,0.6814999999999999,1.00688,0.96087,0.9895299999999999,0.95277,0.9964799999999999,0.9915999999999999,0.9733299999999999,0.95019,1.0090499999999998,0.95518,1.00395,0.9503499999999999,0.9682499999999999,1.00203,0.9421499999999999,0.8685999999999999,0.9391899999999999,0.9344799999999999,1.0260299999999998,0.8994000000000001,0.82031,0.89895,0.8616199999999999,0.9025,0.32648,0.32042000000000004,0.32875000000000004,0.40159000000000006,0.0,0.29938999999999993,0.25879,0.31625000000000003,0.37453000000000003,0.4286,0.41996999999999995,0.44580999999999993,0.4214399999999999,0.42557999999999996,0.3974899999999999,0.4302799999999999,0.62955,0.72893,0.72337,0.70745,0.67831,0.57872,0.68237,0.68775,0.7278,0.6783,0.67018,0.73367,0.67704,0.71004,0.71361,0.73002,0.70454,0.70487,0.67047,0.66567,0.65851,0.6627500000000001,0.7148,0.6522300000000001,0.67576,0.6669200000000001,0.6835600000000001,0.6846,0.67123,0.6935100000000001,0.65428,0.6699700000000001,0.65848,0.71159,0.67782,0.59771,0.52967,0.59822,0.55796,0.5458599999999999,0.5912999999999999,0.57934,0.66614,0.6570400000000001,0.6608000000000002,0.7115100000000002,0.7799800000000001,0.8007300000000002,0.7971300000000001,0.7865700000000001,0.6852400000000001
