,ASV 0,ASV 1,ASV 2,ASV 3,ASV 4,ASV 5,ASV 6,ASV 7,ASV 8,ASV 9,ASV 10,ASV 11,ASV 12,ASV 13,ASV 14,ASV 15,ASV 16,ASV 17,ASV 18,ASV 19,ASV 20,ASV 21,ASV 22,ASV 23,ASV 24,ASV 25,ASV 26,ASV 27,ASV 28,ASV 29,ASV 30,ASV 31,ASV 32,ASV 33,ASV 34,ASV 35,ASV 36,ASV 37,ASV 38,ASV 39,ASV 40,ASV 41,ASV 42,ASV 43,ASV 44,ASV 45,ASV 46,ASV 47,ASV 48,ASV 49,ASV 50,ASV 51,ASV 52,ASV 53,ASV 54,ASV 55,ASV 56,ASV 57,ASV 58,ASV 59,ASV 60,ASV 61,ASV 62,ASV 63,ASV 64,ASV 65,ASV 66,ASV 67,ASV 68,ASV 69,ASV 70,ASV 71,ASV 72,ASV 73,ASV 74,ASV 75,ASV 76,ASV 77,ASV 78,ASV 79,ASV 80,ASV 81,ASV 82,ASV 83,ASV 84,ASV 85,ASV 86,ASV 87,ASV 88,ASV 89,ASV 90,ASV 91,ASV 92,ASV 93,ASV 94,ASV 95,ASV 96,ASV 97,ASV 98,ASV 99,ASV 100,ASV 101,ASV 102,ASV 103,ASV 104,ASV 105
ASV 10,0.6626000000000001,0.6818299999999999,0.8016099999999999,0.78467,0.78512,0.79782,0.78973,0.78905,0.7842799999999999,0.80267,0.0,0.35237,0.32801,0.21211,0.19598,0.9620200000000001,0.91601,0.9446700000000001,0.90791,0.9516200000000001,0.9467400000000001,0.9284700000000001,0.9053300000000002,0.9641900000000001,0.91032,0.95909,0.9054900000000001,0.9233900000000002,0.9571700000000001,0.8972900000000001,0.8237400000000001,0.8943300000000001,0.8896200000000001,0.9811700000000001,0.8545400000000001,0.7754500000000002,0.85409,0.8167600000000002,0.8576400000000002,0.58836,0.5822999999999999,0.7162299999999999,0.78907,0.64804,0.68687,0.64627,0.73145,0.63641,0.69048,0.68185,0.7076899999999999,0.6833199999999999,0.68746,0.6593699999999999,0.6921599999999999,0.6407299999999999,0.7401099999999999,0.7345499999999999,0.71863,0.6894899999999998,0.5898999999999999,0.69355,0.6989299999999999,0.7389799999999999,0.68948,0.68136,0.7448499999999999,0.6882199999999999,0.7212200000000001,0.7247899999999999,0.7412,0.71572,0.71605,0.68165,0.67685,0.66969,0.67393,0.72598,0.6634099999999999,0.68694,0.6781,0.69474,0.69578,0.68241,0.7046899999999999,0.6654599999999999,0.68115,0.6696599999999999,0.72277,0.689,0.71275,0.64471,0.6093999999999999,0.56914,0.55704,0.6024799999999999,0.5905199999999999,0.6773199999999999,0.61218,0.61594,0.6666500000000001,0.73512,0.75587,0.75227,0.7417100000000001,0.64038
ASV 11,0.68439,0.7036200000000001,0.8233999999999999,0.80646,0.80691,0.81961,0.81152,0.81084,0.8060700000000001,0.82446,0.35237,0.0,0.14646,0.40196,0.38582999999999995,0.9838100000000001,0.9378000000000001,0.9664600000000001,0.9297000000000001,0.9734100000000001,0.9685300000000001,0.9502600000000001,0.9271200000000002,0.9859800000000001,0.9321100000000001,0.9808800000000001,0.9272800000000001,0.9451800000000001,0.97896,0.9190800000000001,0.8455300000000001,0.91612,0.9114100000000002,1.00296,0.87633,0.7972400000000002,0.8758800000000001,0.8385500000000001,0.8794300000000002,0.61015,0.6040899999999999,0.73802,0.81086,0.6698299999999999,0.70866,0.66806,0.75324,0.6582,0.71227,0.7036399999999999,0.7294799999999999,0.7051099999999999,0.7092499999999999,0.6811599999999999,0.7139499999999999,0.66252,0.7619,0.75634,0.74042,0.7112799999999999,0.6116899999999998,0.71534,0.7207199999999999,0.76077,0.71127,0.7031499999999999,0.76664,0.7100099999999999,0.7430100000000001,0.74658,0.7629900000000001,0.73751,0.7378399999999999,0.70344,0.6986399999999999,0.69148,0.69572,0.74777,0.6852,0.70873,0.69989,0.71653,0.7175699999999999,0.7041999999999999,0.72648,0.6872499999999999,0.70294,0.6914499999999999,0.74456,0.7107899999999999,0.73454,0.6665,0.6311899999999999,0.59093,0.57883,0.6242699999999999,0.6123099999999999,0.6991099999999999,0.6339699999999999,0.63773,0.68844,0.7569100000000001,0.7776600000000001,0.7740600000000001,0.7635000000000001,0.66217
ASV 12,0.6600299999999999,0.67926,0.79904,0.7821,0.7825499999999999,0.79525,0.7871599999999999,0.7864799999999998,0.7817099999999999,0.8001,0.32801,0.14646,0.0,0.3776,0.36146999999999996,0.9594500000000001,0.9134400000000001,0.9421000000000002,0.9053400000000001,0.9490500000000002,0.9441700000000002,0.9259000000000002,0.9027600000000002,0.9616200000000001,0.9077500000000002,0.9565200000000001,0.9029200000000002,0.9208200000000002,0.9546000000000001,0.8947200000000002,0.8211700000000002,0.8917600000000001,0.8870500000000002,0.9786000000000001,0.8519700000000001,0.7728800000000001,0.8515200000000002,0.8141900000000002,0.8550700000000002,0.58579,0.5797299999999999,0.71366,0.7865,0.64547,0.6843,0.6437,0.72888,0.63384,0.68791,0.67928,0.70512,0.68075,0.68489,0.6567999999999999,0.6895899999999999,0.63816,0.73754,0.73198,0.7160599999999999,0.6869199999999999,0.5873299999999999,0.6909799999999999,0.69636,0.7364099999999999,0.6869099999999999,0.67879,0.74228,0.68565,0.71865,0.72222,0.73863,0.71315,0.71348,0.67908,0.67428,0.6671199999999999,0.67136,0.72341,0.66084,0.6843699999999999,0.67553,0.69217,0.69321,0.67984,0.70212,0.66289,0.67858,0.66709,0.7202,0.68643,0.71018,0.64214,0.60683,0.56657,0.55447,0.5999099999999999,0.58795,0.67475,0.6096099999999999,0.6133700000000001,0.6640800000000001,0.73255,0.7533000000000001,0.7497,0.73914,0.63781
ASV 13,0.7121899999999999,0.73142,0.8512,0.83426,0.8347099999999998,0.84741,0.8393199999999998,0.8386399999999998,0.8338699999999999,0.85226,0.21211,0.40196,0.3776,0.0,0.12749,1.0116100000000001,0.9656,0.9942600000000001,0.9575,1.0012100000000002,0.9963300000000002,0.9780600000000002,0.9549200000000002,1.0137800000000001,0.95991,1.00868,0.9550800000000002,0.9729800000000002,1.00676,0.9468800000000002,0.8733300000000002,0.9439200000000001,0.9392100000000001,1.03076,0.9041300000000001,0.82504,0.90368,0.8663500000000002,0.9072300000000002,0.6379499999999999,0.6318899999999998,0.7658199999999998,0.8386599999999999,0.6976299999999999,0.73646,0.69586,0.7810399999999998,0.686,0.7400699999999999,0.73144,0.7572799999999998,0.7329099999999998,0.7370499999999999,0.7089599999999999,0.7417499999999998,0.6903199999999999,0.7897,0.78414,0.76822,0.7390799999999998,0.6394899999999999,0.74314,0.74852,0.7885699999999999,0.73907,0.7309499999999999,0.7944399999999999,0.73781,0.7708099999999999,0.77438,0.79079,0.76531,0.76564,0.73124,0.7264399999999999,0.7192799999999999,0.72352,0.77557,0.713,0.73653,0.7276900000000001,0.74433,0.74537,0.7319999999999999,0.75428,0.7150499999999999,0.7307400000000001,0.7192499999999998,0.7723599999999998,0.73859,0.7623399999999999,0.6943,0.6589899999999999,0.61873,0.60663,0.6520699999999998,0.6401099999999998,0.7269099999999998,0.66177,0.66553,0.71624,0.78471,0.8054600000000001,0.80186,0.7912999999999999,0.68997
ASV 14,0.6960599999999999,0.71529,0.83507,0.81813,0.8185799999999999,0.83128,0.8231899999999999,0.8225099999999999,0.8177399999999999,0.83613,0.19598,0.38582999999999995,0.36146999999999996,0.12749,0.0,0.9954799999999999,0.94947,0.9781299999999999,0.94137,0.98508,0.9802,0.96193,0.93879,0.9976499999999999,0.9437800000000001,0.99255,0.93895,0.95685,0.9906299999999999,0.93075,0.8572,0.9277899999999999,0.9230800000000001,1.01463,0.8879999999999999,0.80891,0.8875500000000001,0.85022,0.8911,0.62182,0.6157599999999999,0.7496899999999999,0.8225299999999999,0.6814999999999999,0.72033,0.6797300000000001,0.7649099999999999,0.6698700000000001,0.7239399999999999,0.71531,0.7411499999999999,0.7167799999999999,0.7209199999999999,0.69283,0.7256199999999998,0.67419,0.77357,0.76801,0.75209,0.7229499999999999,0.6233599999999999,0.72701,0.73239,0.7724399999999999,0.72294,0.7148199999999999,0.77831,0.72168,0.7546799999999999,0.75825,0.77466,0.7491800000000001,0.74951,0.71511,0.7103099999999999,0.7031499999999999,0.70739,0.75944,0.69687,0.7204,0.71156,0.7282000000000001,0.72924,0.7158699999999999,0.73815,0.6989199999999999,0.71461,0.7031199999999999,0.7562299999999998,0.72246,0.7462099999999999,0.67817,0.6428599999999999,0.6026,0.5905,0.63594,0.62398,0.7107799999999999,0.64564,0.6494,0.70011,0.76858,0.7893300000000001,0.78573,0.7751699999999999,0.67384
ASV 15,1.0557999999999998,1.07503,1.1948100000000001,1.1778700000000002,1.17832,1.1910200000000002,1.1829300000000003,1.1822500000000002,1.17748,1.1958700000000002,0.9620200000000001,0.9838100000000001,0.9594500000000001,1.0116100000000001,0.9954799999999999,0.0,0.13565000000000002,0.24103,0.14981,0.08564,0.08076,0.12619000000000002,0.20169,0.09820999999999999,0.15222000000000002,0.09311,0.14739000000000002,0.21975000000000003,0.09119,0.31861,0.47894000000000003,0.34557,0.34086,0.33685000000000004,0.5346799999999999,0.45559,0.53423,0.4969,0.5377799999999999,0.9471999999999999,0.94114,1.0750699999999997,1.1479099999999998,1.00688,1.04571,1.00511,1.0902899999999998,0.9952500000000001,1.0493199999999998,1.04069,1.0665299999999998,1.0421599999999998,1.0462999999999998,1.0182099999999996,1.0509999999999997,0.99957,1.0989499999999996,1.0933899999999996,1.0774699999999997,1.0483299999999998,0.94874,1.0523899999999997,1.0577699999999999,1.0978199999999998,1.0483199999999997,1.0401999999999998,1.1036899999999998,1.0470599999999999,1.0800599999999998,1.0836299999999996,1.1000399999999997,1.0745599999999997,1.0748899999999997,1.04049,1.0356899999999998,1.0285299999999997,1.0327699999999997,1.0848199999999997,1.0222499999999999,1.0457799999999997,1.0369399999999998,1.0535799999999997,1.05462,1.0412499999999998,1.0635299999999999,1.0242999999999998,1.0399899999999997,1.0284999999999997,1.0816099999999997,1.0478399999999999,1.0715899999999998,1.00355,0.9682399999999999,0.9279799999999999,0.9158799999999999,0.9613199999999998,0.9493599999999999,1.0361599999999997,0.9513999999999999,0.9551600000000001,1.0058699999999998,1.0743399999999999,1.09509,1.0914899999999998,1.0809299999999997,0.96424
ASV 16,1.00979,1.02902,1.1488,1.1318599999999999,1.13231,1.1450099999999999,1.13692,1.13624,1.13147,1.1498599999999999,0.91601,0.9378000000000001,0.9134400000000001,0.9656,0.94947,0.13565000000000002,0.0,0.19502,0.1038,0.12525,0.12037,0.1021,0.15568,0.13782,0.10621,0.13272,0.10138,0.17374,0.1308,0.2726,0.43293000000000004,0.29956,0.29485,0.29084000000000004,0.48866999999999994,0.40957999999999994,0.48822,0.45089,0.49176999999999993,0.90119,0.8951299999999999,1.0290599999999996,1.1018999999999997,0.96087,0.9996999999999999,0.9591,1.0442799999999997,0.94924,1.00331,0.9946799999999999,1.0205199999999996,0.9961499999999998,1.00029,0.9721999999999998,1.0049899999999998,0.9535600000000001,1.0529399999999998,1.0473799999999998,1.0314599999999998,1.0023199999999999,0.9027299999999999,1.00638,1.0117599999999998,1.0518099999999997,1.00231,0.9941899999999998,1.0576799999999997,1.00105,1.0340499999999997,1.0376199999999998,1.0540299999999998,1.0285499999999999,1.0288799999999998,0.9944799999999999,0.9896799999999998,0.98252,0.98676,1.0388099999999998,0.9762399999999999,0.9997699999999999,0.99093,1.0075699999999999,1.0086099999999998,0.9952399999999998,1.0175199999999998,0.9782899999999998,0.99398,0.9824899999999998,1.0355999999999996,1.00183,1.0255799999999997,0.95754,0.92223,0.88197,0.86987,0.91531,0.90335,0.9901499999999998,0.90539,0.90915,0.95986,1.0283299999999997,1.0490799999999998,1.0454799999999997,1.0349199999999998,0.9182300000000001
ASV 17,1.0384499999999999,1.05768,1.1774600000000002,1.16052,1.1609699999999998,1.1736700000000002,1.16558,1.1649,1.1601299999999999,1.1785200000000002,0.9446700000000001,0.9664600000000001,0.9421000000000002,0.9942600000000001,0.9781299999999999,0.24103,0.19502,0.0,0.18692,0.23063,0.22575,0.20748,0.10846,0.2432,0.18933,0.2381,0.1845,0.05636,0.23618,0.30126000000000003,0.46159000000000006,0.32822,0.32351,0.3195,0.51733,0.43823999999999996,0.51688,0.47955000000000003,0.5204300000000001,0.9298500000000002,0.92379,1.0577199999999998,1.1305599999999998,0.9895299999999999,1.02836,0.9877600000000001,1.0729399999999998,0.9779000000000001,1.0319699999999998,1.02334,1.0491799999999998,1.0248099999999998,1.0289499999999998,1.00086,1.0336499999999997,0.98222,1.0816,1.0760399999999999,1.0601199999999997,1.0309799999999998,0.93139,1.0350399999999997,1.04042,1.0804699999999998,1.0309699999999997,1.0228499999999998,1.0863399999999999,1.02971,1.0627099999999998,1.06628,1.08269,1.0572099999999998,1.05754,1.02314,1.0183399999999998,1.0111799999999997,1.0154199999999998,1.06747,1.0049000000000001,1.0284299999999997,1.0195899999999998,1.0362299999999998,1.03727,1.0238999999999998,1.0461799999999999,1.00695,1.0226399999999998,1.0111499999999998,1.0642599999999998,1.03049,1.0542399999999998,0.9862000000000001,0.9508900000000001,0.9106300000000002,0.8985300000000002,0.9439700000000001,0.9320100000000001,1.0188099999999998,0.9340500000000002,0.9378100000000001,0.9885200000000002,1.0569899999999999,1.07774,1.0741399999999999,1.06358,0.94689
ASV 18,1.00169,1.02092,1.1407,1.1237599999999999,1.12421,1.1369099999999999,1.12882,1.12814,1.12337,1.1417599999999999,0.90791,0.9297000000000001,0.9053400000000001,0.9575,0.94137,0.14981,0.1038,0.18692,0.0,0.13940999999999998,0.13452999999999998,0.11625999999999999,0.14758,0.15198,0.042010000000000006,0.14688,0.08426,0.16563999999999998,0.14495999999999998,0.2645,0.42483000000000004,0.29146,0.28675,0.28274000000000005,0.48057,0.40148,0.48012,0.44279,0.48367,0.89309,0.8870299999999999,1.0209599999999996,1.0937999999999999,0.95277,0.9915999999999999,0.951,1.0361799999999999,0.94114,0.99521,0.9865799999999999,1.0124199999999997,0.98805,0.99219,0.9640999999999998,0.9968899999999999,0.9454600000000001,1.0448399999999998,1.0392799999999998,1.0233599999999998,0.9942199999999998,0.8946299999999999,0.99828,1.00366,1.0437099999999997,0.9942099999999999,0.98609,1.0495799999999997,0.9929499999999999,1.0259499999999997,1.0295199999999998,1.0459299999999998,1.0204499999999999,1.0207799999999998,0.9863799999999999,0.98158,0.97442,0.97866,1.0307099999999998,0.9681399999999999,0.9916699999999999,0.98283,0.99947,1.00051,0.98714,1.0094199999999998,0.97019,0.98588,0.97439,1.0274999999999996,0.9937299999999999,1.0174799999999997,0.94944,0.91413,0.87387,0.86177,0.90721,0.89525,0.98205,0.89729,0.90105,0.95176,1.0202299999999997,1.04098,1.03738,1.0268199999999998,0.9101300000000001
ASV 19,1.0453999999999999,1.06463,1.1844100000000002,1.16747,1.1679199999999998,1.1806200000000002,1.1725300000000003,1.1718500000000003,1.16708,1.1854700000000002,0.9516200000000001,0.9734100000000001,0.9490500000000002,1.0012100000000002,0.98508,0.08564,0.12525,0.23063,0.13940999999999998,0.0,0.05416,0.11578999999999999,0.19129,0.051469999999999995,0.14182,0.02037,0.13699,0.20935,0.044449999999999996,0.30821000000000004,0.46854,0.33517,0.33046000000000003,0.32645,0.52428,0.44519,0.52383,0.4865,0.52738,0.9368,0.93074,1.0646699999999998,1.1375099999999998,0.9964799999999999,1.03531,0.9947100000000001,1.0798899999999998,0.9848500000000001,1.0389199999999998,1.03029,1.0561299999999998,1.0317599999999998,1.0358999999999998,1.0078099999999997,1.0405999999999997,0.98917,1.0885499999999997,1.0829899999999997,1.0670699999999997,1.0379299999999998,0.9383400000000001,1.0419899999999997,1.04737,1.0874199999999998,1.0379199999999997,1.0297999999999998,1.0932899999999999,1.03666,1.0696599999999998,1.0732299999999997,1.0896399999999997,1.0641599999999998,1.06449,1.03009,1.0252899999999998,1.0181299999999998,1.0223699999999998,1.0744199999999997,1.01185,1.0353799999999997,1.0265399999999998,1.0431799999999998,1.04422,1.0308499999999998,1.05313,1.0138999999999998,1.0295899999999998,1.0180999999999998,1.0712099999999998,1.03744,1.0611899999999999,0.9931500000000001,0.9578399999999999,0.91758,0.90548,0.9509199999999999,0.9389599999999999,1.0257599999999998,0.941,0.9447600000000002,0.99547,1.0639399999999999,1.08469,1.0810899999999999,1.0705299999999998,0.95384
ASV 20,1.04052,1.05975,1.1795300000000002,1.16259,1.1630399999999999,1.1757400000000002,1.16765,1.16697,1.1622,1.1805900000000003,0.9467400000000001,0.9685300000000001,0.9441700000000002,0.9963300000000002,0.9802,0.08076,0.12037,0.22575,0.13452999999999998,0.05416,0.0,0.11091,0.18641,0.06673,0.13694,0.061630000000000004,0.13210999999999998,0.20447,0.05971,0.30333,0.46366,0.33029,0.32558,0.32157,0.5194,0.44031,0.5189499999999999,0.48162,0.5225,0.93192,0.92586,1.0597899999999998,1.1326299999999998,0.9915999999999999,1.0304299999999997,0.9898299999999999,1.0750099999999998,0.9799699999999999,1.0340399999999998,1.0254099999999997,1.0512499999999998,1.0268799999999998,1.0310199999999998,1.0029299999999999,1.0357199999999998,0.98429,1.0836699999999997,1.0781099999999997,1.0621899999999997,1.0330499999999998,0.9334599999999998,1.0371099999999998,1.0424899999999997,1.0825399999999996,1.0330399999999997,1.0249199999999998,1.0884099999999997,1.0317799999999997,1.0647799999999998,1.0683499999999997,1.0847599999999997,1.0592799999999998,1.0596099999999997,1.0252099999999997,1.0204099999999998,1.0132499999999998,1.0174899999999998,1.0695399999999997,1.00697,1.0304999999999997,1.0216599999999998,1.0382999999999998,1.0393399999999997,1.0259699999999998,1.04825,1.0090199999999998,1.0247099999999998,1.0132199999999998,1.0663299999999998,1.0325599999999997,1.0563099999999999,0.9882699999999999,0.9529599999999999,0.9127,0.9006,0.9460399999999999,0.9340799999999999,1.0208799999999998,0.93612,0.9398800000000002,0.99059,1.05906,1.07981,1.0762099999999999,1.0656499999999998,0.94896
ASV 21,1.0222499999999999,1.04148,1.16126,1.14432,1.1447699999999998,1.15747,1.14938,1.1487,1.14393,1.16232,0.9284700000000001,0.9502600000000001,0.9259000000000002,0.9780600000000002,0.96193,0.12619000000000002,0.1021,0.20748,0.11625999999999999,0.11578999999999999,0.11091,0.0,0.16814,0.12836,0.11867,0.12326000000000001,0.11384,0.1862,0.12134,0.28506000000000004,0.44539,0.31202,0.30731,0.3033,0.50113,0.42203999999999997,0.50068,0.46335,0.5042300000000001,0.91365,0.90759,1.0415199999999998,1.1143599999999998,0.9733299999999999,1.0121599999999997,0.9715600000000001,1.0567399999999998,0.9617000000000001,1.0157699999999998,1.00714,1.0329799999999998,1.0086099999999998,1.0127499999999998,0.98466,1.0174499999999997,0.96602,1.0654,1.05984,1.0439199999999997,1.0147799999999996,0.9151899999999998,1.0188399999999997,1.0242199999999997,1.0642699999999998,1.0147699999999997,1.00665,1.0701399999999996,1.0135099999999997,1.0465099999999998,1.05008,1.06649,1.0410099999999998,1.04134,1.00694,1.00214,0.9949799999999999,0.9992199999999999,1.05127,0.9887,1.0122299999999997,1.00339,1.0200299999999998,1.0210699999999997,1.0076999999999998,1.02998,0.9907499999999999,1.00644,0.9949499999999999,1.0480599999999998,1.0142899999999997,1.0380399999999999,0.9700000000000001,0.9346899999999999,0.89443,0.88233,0.9277699999999999,0.9158099999999999,1.00261,0.9178499999999999,0.9216100000000002,0.9723200000000002,1.0407899999999999,1.06154,1.0579399999999999,1.04738,0.93069
ASV 22,0.99911,1.01834,1.13812,1.12118,1.12163,1.13433,1.1262400000000001,1.1255600000000001,1.12079,1.13918,0.9053300000000002,0.9271200000000002,0.9027600000000002,0.9549200000000002,0.93879,0.20169,0.15568,0.10846,0.14758,0.19129,0.18641,0.16814,0.0,0.20386,0.14999,0.19876000000000002,0.14516,0.08718000000000001,0.19684000000000001,0.26192,0.42225,0.28887999999999997,0.28417,0.2801600000000001,0.47799,0.3989,0.47754,0.44021,0.48109,0.89051,0.8844500000000001,1.0183799999999998,1.0912199999999999,0.95019,0.9890199999999999,0.9484200000000002,1.0335999999999999,0.9385600000000002,0.99263,0.9839999999999999,1.0098399999999998,0.98547,0.98961,0.96152,0.9943099999999999,0.94288,1.0422599999999997,1.0366999999999997,1.0207799999999998,0.9916399999999997,0.8920499999999999,0.9956999999999999,1.00108,1.0411299999999997,0.9916299999999999,0.98351,1.0469999999999997,0.9903699999999999,1.02337,1.0269399999999997,1.0433499999999998,1.0178699999999998,1.0181999999999998,0.9837999999999999,0.979,0.9718399999999999,0.97608,1.0281299999999998,0.9655600000000001,0.9890899999999999,0.98025,0.9968899999999999,0.9979299999999999,0.98456,1.00684,0.96761,0.9833,0.97181,1.0249199999999998,0.9911499999999999,1.0149,0.9468600000000001,0.91155,0.87129,0.85919,0.9046299999999999,0.89267,0.97947,0.89471,0.8984700000000002,0.9491800000000002,1.01765,1.0384,1.0348,1.0242399999999998,0.9075500000000001
ASV 23,1.0579699999999999,1.0772,1.1969800000000002,1.1800400000000002,1.18049,1.1931900000000002,1.1851000000000003,1.1844200000000003,1.17965,1.1980400000000002,0.9641900000000001,0.9859800000000001,0.9616200000000001,1.0137800000000001,0.9976499999999999,0.09820999999999999,0.13782,0.2432,0.15198,0.051469999999999995,0.06673,0.12836,0.20386,0.0,0.15438999999999997,0.05894,0.14955999999999997,0.22191999999999998,0.0292,0.32078,0.48111,0.34774,0.34303,0.33902,0.5368499999999999,0.45775999999999994,0.5364,0.49906999999999996,0.5399499999999999,0.9493699999999999,0.94331,1.0772399999999998,1.1500799999999998,1.0090499999999998,1.04788,1.00728,1.0924599999999998,0.9974200000000001,1.0514899999999998,1.04286,1.0686999999999998,1.0443299999999998,1.0484699999999998,1.0203799999999996,1.0531699999999997,1.00174,1.1011199999999997,1.0955599999999996,1.0796399999999997,1.0504999999999998,0.95091,1.0545599999999997,1.0599399999999999,1.0999899999999998,1.0504899999999997,1.0423699999999998,1.1058599999999998,1.0492299999999999,1.0822299999999998,1.0857999999999997,1.1022099999999997,1.0767299999999997,1.0770599999999997,1.04266,1.0378599999999998,1.0306999999999997,1.0349399999999997,1.0869899999999997,1.0244199999999999,1.0479499999999997,1.0391099999999998,1.0557499999999997,1.05679,1.0434199999999998,1.0656999999999999,1.0264699999999998,1.0421599999999998,1.0306699999999998,1.0837799999999997,1.0500099999999999,1.0737599999999998,1.00572,0.9704099999999999,0.9301499999999999,0.9180499999999999,0.9634899999999998,0.9515299999999999,1.0383299999999998,0.9535699999999999,0.9573300000000001,1.0080399999999998,1.0765099999999999,1.09726,1.0936599999999999,1.0830999999999997,0.96641
ASV 24,1.0041,1.02333,1.14311,1.12617,1.12662,1.1393199999999999,1.13123,1.13055,1.12578,1.14417,0.91032,0.9321100000000001,0.9077500000000002,0.95991,0.9437800000000001,0.15222000000000002,0.10621,0.18933,0.042010000000000006,0.14182,0.13694,0.11867,0.14999,0.15438999999999997,0.0,0.14929000000000003,0.08667,0.16805,0.14737,0.26691000000000004,0.42724,0.29387,0.28916000000000003,0.28515,0.48297999999999996,0.40388999999999997,0.48253,0.4452,0.48608,0.8955000000000001,0.8894399999999999,1.0233699999999997,1.0962099999999997,0.95518,0.99401,0.95341,1.03859,0.94355,0.9976200000000001,0.9889899999999999,1.0148299999999997,0.99046,0.9946,0.9665099999999999,0.9993,0.9478700000000001,1.0472499999999998,1.0416899999999998,1.0257699999999998,0.9966299999999998,0.89704,1.00069,1.00607,1.0461199999999997,0.99662,0.9885,1.0519899999999998,0.9953599999999999,1.0283599999999997,1.0319299999999998,1.0483399999999998,1.0228599999999999,1.0231899999999998,0.98879,0.98399,0.97683,0.98107,1.0331199999999998,0.9705499999999999,0.99408,0.98524,1.00188,1.00292,0.98955,1.0118299999999998,0.9726,0.98829,0.9768,1.0299099999999999,0.9961399999999999,1.0198899999999997,0.95185,0.91654,0.8762800000000001,0.8641800000000001,0.90962,0.89766,0.98446,0.8997,0.90346,0.9541700000000001,1.02264,1.04339,1.03979,1.0292299999999999,0.9125400000000001
ASV 25,1.05287,1.0721,1.1918800000000003,1.17494,1.1753900000000002,1.18809,1.1800000000000002,1.1793200000000001,1.1745500000000002,1.1929400000000001,0.95909,0.9808800000000001,0.9565200000000001,1.00868,0.99255,0.09311,0.13272,0.2381,0.14688,0.02037,0.061630000000000004,0.12326000000000001,0.19876000000000002,0.05894,0.14929000000000003,0.0,0.14446,0.21681999999999998,0.051919999999999994,0.31568,0.47601,0.34264,0.33793,0.33392,0.53175,0.45265999999999995,0.5313,0.49396999999999996,0.5348499999999999,0.94427,0.9382099999999999,1.0721399999999996,1.1449799999999999,1.00395,1.0427799999999998,1.00218,1.0873599999999997,0.99232,1.04639,1.0377599999999998,1.0635999999999999,1.0392299999999999,1.04337,1.0152799999999997,1.0480699999999998,0.9966399999999999,1.0960199999999998,1.0904599999999998,1.0745399999999998,1.0453999999999997,0.9458099999999999,1.0494599999999998,1.0548399999999998,1.0948899999999997,1.0453899999999998,1.03727,1.1007599999999997,1.0441299999999998,1.0771299999999997,1.0806999999999998,1.0971099999999998,1.0716299999999999,1.0719599999999998,1.0375599999999998,1.03276,1.0255999999999998,1.0298399999999999,1.0818899999999998,1.0193199999999998,1.0428499999999998,1.0340099999999999,1.0506499999999999,1.0516899999999998,1.03832,1.0605999999999998,1.0213699999999997,1.0370599999999999,1.0255699999999996,1.0786799999999996,1.0449099999999998,1.0686599999999997,1.00062,0.96531,0.92505,0.91295,0.95839,0.94643,1.0332299999999999,0.94847,0.95223,1.00294,1.0714099999999998,1.0921599999999998,1.0885599999999998,1.0779999999999998,0.9613099999999999
ASV 26,0.99927,1.0185,1.13828,1.12134,1.1217899999999998,1.13449,1.1264,1.12572,1.12095,1.13934,0.9054900000000001,0.9272800000000001,0.9029200000000002,0.9550800000000002,0.93895,0.14739000000000002,0.10138,0.1845,0.08426,0.13699,0.13210999999999998,0.11384,0.14516,0.14955999999999997,0.08667,0.14446,0.0,0.16322,0.14254,0.26208000000000004,0.42241,0.28904,0.28433,0.28032,0.47814999999999996,0.39905999999999997,0.4777,0.44037,0.48125,0.89067,0.88461,1.0185399999999998,1.0913799999999998,0.9503499999999999,0.9891800000000001,0.9485800000000001,1.0337599999999998,0.9387200000000001,0.99279,0.98416,1.0099999999999998,0.9856299999999999,0.9897699999999999,0.96168,0.9944699999999999,0.94304,1.04242,1.03686,1.0209399999999997,0.9917999999999999,0.8922100000000001,0.9958599999999999,1.00124,1.0412899999999998,0.9917899999999998,0.9836699999999999,1.0471599999999999,0.99053,1.0235299999999998,1.0270999999999997,1.04351,1.0180299999999998,1.0183599999999997,0.9839600000000001,0.9791599999999999,0.9719999999999999,0.9762399999999999,1.0282899999999997,0.96572,0.9892499999999999,0.9804099999999999,0.9970499999999999,0.99809,0.9847199999999999,1.0070000000000001,0.9677699999999999,0.9834599999999999,0.9719699999999999,1.0250799999999998,0.99131,1.0150599999999999,0.9470200000000001,0.9117099999999999,0.87145,0.85935,0.9047899999999999,0.8928299999999999,0.9796299999999999,0.8948699999999999,0.8986300000000002,0.9493400000000002,1.0178099999999999,1.03856,1.0349599999999999,1.0244,0.90771
