,ASV 0,ASV 1,ASV 2,ASV 3,ASV 4,ASV 5,ASV 6,ASV 7,ASV 8,ASV 9,ASV 10,ASV 11,ASV 12,ASV 13,ASV 14,ASV 15,ASV 16,ASV 17,ASV 18,ASV 19,ASV 20,ASV 21,ASV 22,ASV 23,ASV 24,ASV 25,ASV 26,ASV 27,ASV 28,ASV 29,ASV 30,ASV 31,ASV 32,ASV 33,ASV 34,ASV 35,ASV 36,ASV 37,ASV 38,ASV 39,ASV 40,ASV 41,ASV 42,ASV 43,ASV 44,ASV 45,ASV 46,ASV 47,ASV 48,ASV 49,ASV 50,ASV 51,ASV 52,ASV 53,ASV 54,ASV 55,ASV 56,ASV 57,ASV 58,ASV 59,ASV 60,ASV 61,ASV 62,ASV 63,ASV 64,ASV 65,ASV 66,ASV 67,ASV 68,ASV 69,ASV 70,ASV 71,ASV 72,ASV 73,ASV 74,ASV 75,ASV 76,ASV 77,ASV 78,ASV 79,ASV 80,ASV 81,ASV 82,ASV 83,ASV 84,ASV 85,ASV 86,ASV 87,ASV 88,ASV 89,ASV 90,ASV 91,ASV 92,ASV 93,ASV 94,ASV 95,ASV 96,ASV 97,ASV 98,ASV 99,ASV 100,ASV 101,ASV 102,ASV 103,ASV 104,ASV 105,ASV 106,ASV 107,ASV 108,ASV 109,ASV 110,ASV 111,ASV 112,ASV 113,ASV 114,ASV 115,ASV 116,ASV 117,ASV 118,ASV 119,ASV 120,ASV 121,ASV 122,ASV 123,ASV 124,ASV 125,ASV 126,ASV 127,ASV 128,ASV 129,ASV 130,ASV 131,ASV 132,ASV 133,ASV 134,ASV 135,ASV 136,ASV 137,ASV 138,ASV 139,ASV 140,ASV 141,ASV 142,ASV 143,ASV 144,ASV 145,ASV 146,ASV 147,ASV 148
ASV 32,0.9173012500000002,0.7997447916666667,0.715678125,0.838988125,0.8138794364754098,0.870618125,0.851918125,0.842023125,0.7525642540322581,0.759274125,0.7600631250000001,0.8577781250000001,0.6672195535714287,0.6652635795454547,0.6575135795454546,0.6780931250000001,0.7044181250000002,0.7233981250000002,0.7081481250000002,0.6359181250000001,0.7098781250000001,0.6894941250000002,0.6721956250000002,0.43391529166666676,0.307570625,0.28634812499999995,0.26263145833333335,0.195698125,0.23760128289473684,0.239558125,0.324003125,0.22692591720779223,0.0,0.26201612500000004,0.4409592225609757,0.6582361250000001,0.7541481250000001,0.6902383210784314,0.6427403472222223,0.6987347916666667,0.6363683290816328,0.46785891151685405,0.7054753977272727,0.7986914583333333,0.7427174583333334,0.6803131250000001,0.5310094407894738,0.7219981249999999,0.733088125,0.728163125,0.46539471323529424,0.800328125,0.7722181250000001,0.6469303472222222,0.777218125,0.5224235795454546,0.801618125,0.794108125,0.7015581249999999,0.722258125,0.5397231250000001,0.49431041071428583,0.779323125,0.7052114583333333,0.6839524107142857,0.6736756250000001,0.681298125,0.7278914583333332,0.792188125,0.781178125,0.816408125,0.656704050925926,0.766718125,0.6957532974137931,0.7596781250000001,0.8080256250000001,0.6670652678571428,0.745658125,0.799808125,0.5912614583333334,0.745563125,0.673528125,0.727938125,0.714064125,0.726442125,0.748028125,0.7050614583333333,0.6282606250000001,0.5680347916666667,0.719100125,0.736624125,0.782808125,0.7421714583333333,0.6252742788461539,0.5679826250000001,0.764038125,0.800178125,0.755578125,0.752718125,0.628293125,0.755638125,0.6193406250000001,0.808908125,0.835048125,0.845618125,0.859238125,0.745948125,0.750388125,0.832778125,0.6420081250000002,0.48678724780701765,0.6604847916666667,0.5973906250000001,0.5980035096153847,0.6848397916666668,0.636428125,0.605048125,0.7600852678571429,0.804643125,0.5030342788461539,0.43267658653846164,0.684017125,0.6912381250000001,0.693798125,0.6384321250000001,0.711678125,0.6582214583333335,0.647738125,0.6286199107142858,0.7482681250000002,0.6017574353448277,0.7266481250000001,0.7171097379032259,0.6661831250000001,0.7839566964285715,0.7040841250000001,0.7656321250000001,0.8547531250000001,0.7011756250000001,0.7043559027777778,0.8869181250000001,0.797458125,0.769683125,0.7831147916666668,0.7162103472222223,0.7406252678571429,0.4614093750000001,0.746988125,0.7210231250000001
ASV 33,1.052361125,0.9348046666666667,0.850738,0.974048,0.9489393114754098,1.0056779999999998,0.986978,0.9770829999999999,0.8876241290322582,0.8943340000000001,0.8951230000000001,0.9928380000000001,0.8022794285714288,0.8003234545454547,0.7925734545454547,0.8131530000000001,0.8394780000000002,0.8584580000000002,0.8432080000000002,0.7709780000000002,0.8449380000000002,0.8245540000000002,0.8072555000000001,0.5689751666666668,0.2137305,0.19250799999999998,0.3727513333333333,0.30581800000000003,0.11116115789473685,0.34967800000000004,0.230163,0.1330857922077922,0.26201612500000004,0.0,0.5760190975609757,0.7932960000000001,0.8892080000000001,0.8252981960784315,0.7778002222222223,0.8337946666666668,0.7714282040816327,0.602918786516854,0.8405352727272727,0.9337513333333333,0.8777773333333333,0.815373,0.6660693157894737,0.857058,0.868148,0.863223,0.6004545882352942,0.935388,0.9072779999999999,0.7819902222222223,0.912278,0.6574834545454545,0.936678,0.9291680000000001,0.836618,0.8573179999999999,0.674783,0.6293702857142858,0.9143830000000001,0.8402713333333333,0.8190122857142857,0.8087355,0.816358,0.8629513333333333,0.927248,0.916238,0.9514679999999999,0.7917639259259259,0.9017780000000001,0.8308131724137932,0.8947379999999999,0.9430854999999999,0.8021251428571429,0.880718,0.9348679999999999,0.7263213333333334,0.880623,0.808588,0.862998,0.8491240000000001,0.8615019999999999,0.883088,0.8401213333333334,0.7633205,0.7030946666666668,0.8541599999999999,0.871684,0.917868,0.8772313333333334,0.7603341538461539,0.7030425,0.8990980000000001,0.9352379999999999,0.8906379999999999,0.8877780000000001,0.7633530000000001,0.8906980000000001,0.7544005,0.943968,0.9701079999999999,0.9806779999999998,0.9942979999999998,0.8810079999999999,0.8854479999999999,0.9678380000000001,0.777068,0.6218471228070176,0.7955446666666667,0.7324505,0.7330633846153847,0.8198996666666667,0.7714880000000001,0.7401080000000001,0.8951451428571428,0.9397030000000001,0.6380941538461539,0.5677364615384616,0.8190769999999999,0.8262980000000002,0.828858,0.7734920000000001,0.8467380000000001,0.7932813333333334,0.782798,0.7636797857142857,0.8833280000000002,0.7368173103448278,0.861708,0.8521696129032258,0.801243,0.9190165714285715,0.839144,0.9006920000000002,0.9898129999999999,0.8362355,0.8394157777777779,1.0219779999999998,0.9325180000000001,0.904743,0.9181746666666667,0.8512702222222223,0.8756851428571429,0.5964692500000001,0.8820479999999999,0.8560830000000001
ASV 34,0.5571242225609756,0.43504776422764235,0.3509810975609756,0.47429109756097565,0.4491824090363855,0.5059210975609756,0.48722109756097565,0.47732609756097566,0.3878672265932337,0.3945770975609757,0.3953660975609756,0.4930810975609756,0.30252252613240416,0.30056655210643013,0.2928165521064301,0.31339609756097564,0.33972109756097557,0.35870109756097557,0.3434510975609756,0.27122109756097557,0.3451810975609756,0.32479709756097563,0.30749859756097564,0.07373826422764226,0.6215735975609756,0.6003510975609757,0.576634430894309,0.5097010975609757,0.5516042554557125,0.5535610975609756,0.6380060975609757,0.5409288897687679,0.4409592225609757,0.5760190975609757,0.0,0.2935390975609756,0.3894510975609756,0.325541293639407,0.27804331978319785,0.3340377642276423,0.2716713016426082,0.10316188407782954,0.3407783702882483,0.4339944308943089,0.3780204308943089,0.31561609756097564,0.16631241335044927,0.35730109756097556,0.36839109756097554,0.3634660975609756,0.10521768579626972,0.43563109756097557,0.4075210975609756,0.2822333197831978,0.4125210975609756,0.15772655210643016,0.4369210975609755,0.4294110975609756,0.33686109756097554,0.35756109756097554,0.1750260975609756,0.1296133832752613,0.41462609756097557,0.3405144308943089,0.3192553832752613,0.3089785975609756,0.3166010975609756,0.36319443089430886,0.4274910975609756,0.41648109756097557,0.45171109756097555,0.2920070234869015,0.4020210975609756,0.33105626997476867,0.3949810975609756,0.4433285975609756,0.30236824041811844,0.38096109756097557,0.43511109756097555,0.22656443089430894,0.3808660975609756,0.3088310975609756,0.36324109756097556,0.34936709756097556,0.36174509756097556,0.3833310975609756,0.3403644308943089,0.2635635975609756,0.20333776422764227,0.35440309756097554,0.3719270975609756,0.41811109756097553,0.37747443089430893,0.2605772514071294,0.20328559756097558,0.3993410975609756,0.4354810975609755,0.39088109756097555,0.3880210975609756,0.2635960975609756,0.3909410975609756,0.2546435975609756,0.44421109756097554,0.4703510975609756,0.48092109756097556,0.49454109756097553,0.3812510975609755,0.3856910975609755,0.4680810975609756,0.2773110975609756,0.12209022036799314,0.2957877642276423,0.2326935975609756,0.2333064821763602,0.32014276422764226,0.2717310975609756,0.2403510975609756,0.39538824041811843,0.4399460975609756,0.13833725140712944,0.07249955909943714,0.31932009756097557,0.3615210975609756,0.3487210975609755,0.29335509756097555,0.36660109756097553,0.31314443089430893,0.30266109756097553,0.2835428832752613,0.40319109756097565,0.2566804079058032,0.38157109756097557,0.37203271046420133,0.3211060975609756,0.43887966898954694,0.35900709756097554,0.4205550975609756,0.5096760975609756,0.35609859756097556,0.3592788753387533,0.5418410975609756,0.4523810975609755,0.4246060975609755,0.43803776422764223,0.3711333197831978,0.39554824041811837,0.1163323475609756,0.38681109756097554,0.3913060975609756
ASV 35,0.774401125,0.6523246666666667,0.5682579999999999,0.691568,0.6664593114754098,0.7231979999999999,0.704498,0.694603,0.6051441290322581,0.6118539999999999,0.6126429999999999,0.7103579999999999,0.5197994285714285,0.5178434545454544,0.5100934545454545,0.530673,0.556998,0.575978,0.560728,0.488498,0.562458,0.5420740000000001,0.5247755000000001,0.29101516666666666,0.8388505,0.817628,0.7939113333333333,0.726978,0.7688811578947369,0.770838,0.8552829999999999,0.7582057922077923,0.6582361250000001,0.7932960000000001,0.2935390975609756,0.0,0.502788,0.43887819607843137,0.2950602222222222,0.3510546666666667,0.28868820408163265,0.26439878651685395,0.35779527272727274,0.4510113333333333,0.39503733333333335,0.332633,0.18332931578947367,0.5185379999999999,0.529628,0.524703,0.3224945882352941,0.596868,0.568758,0.4434702222222222,0.573758,0.3189634545454545,0.598158,0.5906480000000001,0.49809799999999993,0.518798,0.336263,0.29085028571428573,0.575863,0.5017513333333333,0.4804922857142857,0.4702155,0.477838,0.5244313333333332,0.588728,0.577718,0.6129479999999999,0.4532439259259259,0.563258,0.4922931724137931,0.556218,0.6045655,0.4636051428571428,0.542198,0.596348,0.38780133333333333,0.542103,0.47006800000000004,0.524478,0.510604,0.522982,0.544568,0.5016013333333333,0.4248005,0.3645746666666667,0.51564,0.533164,0.579348,0.5387113333333333,0.42181415384615384,0.36452249999999997,0.560578,0.4928579999999999,0.44825799999999993,0.44539799999999996,0.32097299999999995,0.448318,0.3120205,0.5015879999999999,0.527728,0.5382979999999999,0.5519179999999999,0.4386279999999999,0.4430679999999999,0.525458,0.334688,0.3227271228070175,0.45702466666666663,0.39393049999999996,0.39454338461538463,0.48137966666666665,0.432968,0.40158800000000006,0.5566251428571428,0.601183,0.2995741538461538,0.28977646153846154,0.480557,0.5787980000000001,0.565998,0.5106320000000001,0.583878,0.5304213333333334,0.519938,0.5008197857142856,0.6204680000000001,0.4739573103448276,0.598848,0.5893096129032258,0.5383830000000001,0.6561565714285714,0.576284,0.6378320000000001,0.7269530000000001,0.5733755,0.5765557777777778,0.7591180000000001,0.669658,0.641883,0.6553146666666667,0.5884102222222223,0.6128251428571428,0.33360924999999997,0.6040880000000001,0.6085830000000001
ASV 36,0.870313125,0.7482366666666666,0.6641699999999999,0.7874799999999998,0.7623713114754097,0.8191099999999999,0.80041,0.790515,0.701056129032258,0.7077659999999999,0.7085549999999999,0.8062699999999999,0.6157114285714285,0.6137554545454544,0.6060054545454545,0.626585,0.65291,0.67189,0.65664,0.58441,0.65837,0.637986,0.6206875000000001,0.38692716666666666,0.9347625,0.9135399999999999,0.8898233333333333,0.82289,0.8647931578947369,0.86675,0.9511949999999999,0.8541177922077922,0.7541481250000001,0.8892080000000001,0.3894510975609756,0.502788,0.0,0.30641019607843134,0.48729222222222224,0.5432866666666667,0.4809202040816326,0.3603107865168539,0.5500272727272727,0.6432433333333333,0.5872693333333333,0.524865,0.37556131578947366,0.6144499999999999,0.62554,0.620615,0.4184065882352941,0.69278,0.66467,0.5393822222222222,0.66967,0.4148754545454545,0.69407,0.6865600000000001,0.5940099999999999,0.61471,0.432175,0.3867622857142857,0.671775,0.5976633333333333,0.5764042857142857,0.5661275,0.57375,0.6203433333333332,0.68464,0.67363,0.7088599999999999,0.5491559259259259,0.65917,0.5882051724137931,0.65213,0.7004775,0.5595171428571428,0.63811,0.69226,0.48371333333333333,0.638015,0.56598,0.62039,0.6065159999999999,0.6188939999999999,0.64048,0.5975133333333333,0.5207125,0.4604866666666667,0.611552,0.629076,0.67526,0.6346233333333333,0.5177261538461538,0.46043449999999997,0.65649,0.6447299999999999,0.6001299999999999,0.59727,0.47284499999999996,0.60019,0.4638925,0.6534599999999999,0.6796,0.69017,0.7037899999999999,0.5904999999999999,0.5949399999999999,0.67733,0.48656,0.4186391228070175,0.5529366666666667,0.48984249999999996,0.4904553846153846,0.5772916666666666,0.52888,0.49750000000000005,0.6525371428571428,0.697095,0.3954861538461538,0.3856884615384615,0.576469,0.6747100000000001,0.66191,0.6065440000000001,0.67979,0.6263333333333334,0.61585,0.5967317857142858,0.7163800000000001,0.5698693103448277,0.69476,0.6852216129032258,0.634295,0.7520685714285714,0.672196,0.7337440000000001,0.8228650000000001,0.6692875,0.6724677777777778,0.8550300000000001,0.76557,0.737795,0.7512266666666667,0.6843222222222223,0.7087371428571428,0.42952124999999997,0.7000000000000001,0.7044950000000001
ASV 37,0.8064033210784314,0.684326862745098,0.6002601960784313,0.7235701960784312,0.6984615075538412,0.7552001960784313,0.7365001960784313,0.7266051960784313,0.6371463251106894,0.6438561960784313,0.6446451960784313,0.7423601960784313,0.5518016246498598,0.5498456506238858,0.5420956506238859,0.5626751960784313,0.5890001960784313,0.6079801960784313,0.5927301960784314,0.5205001960784313,0.5944601960784314,0.5740761960784314,0.5567776960784314,0.323017362745098,0.8708526960784314,0.8496301960784313,0.8259135294117647,0.7589801960784314,0.8008833539731682,0.8028401960784314,0.8872851960784313,0.7902079882862236,0.6902383210784314,0.8252981960784315,0.325541293639407,0.43887819607843137,0.30641019607843134,0.0,0.4233824183006536,0.47937686274509805,0.4170104001600641,0.29640098259528536,0.48611746880570406,0.5793335294117646,0.5233595294117647,0.4609551960784314,0.3116515118679051,0.5505401960784314,0.5616301960784313,0.5567051960784314,0.35449678431372544,0.6288701960784314,0.6007601960784315,0.4754724183006537,0.6057601960784315,0.35096565062388596,0.6301601960784313,0.6226501960784314,0.5301001960784314,0.5508001960784313,0.36826519607843144,0.3228524817927171,0.6078651960784314,0.5337535294117647,0.5124944817927172,0.5022176960784314,0.5098401960784315,0.5564335294117647,0.6207301960784314,0.6097201960784314,0.6449501960784314,0.48524612200435735,0.5952601960784314,0.5242953684922245,0.5882201960784315,0.6365676960784314,0.4956073389355743,0.5742001960784314,0.6283501960784313,0.4198035294117648,0.5741051960784315,0.5020701960784314,0.5564801960784314,0.5426061960784314,0.5549841960784314,0.5765701960784314,0.5336035294117647,0.4568026960784314,0.39657686274509807,0.5476421960784313,0.5651661960784314,0.6113501960784313,0.5707135294117648,0.4538163499245852,0.39652469607843144,0.5925801960784314,0.5808201960784314,0.5362201960784314,0.5333601960784313,0.40893519607843143,0.5362801960784314,0.3999826960784314,0.5895501960784314,0.6156901960784315,0.6262601960784314,0.6398801960784314,0.5265901960784314,0.5310301960784314,0.6134201960784315,0.4226501960784314,0.35472931888544895,0.4890268627450981,0.4259326960784314,0.426545580693816,0.5133818627450981,0.4649701960784314,0.4335901960784314,0.5886273389355743,0.6331851960784314,0.3315763499245853,0.32177865761689295,0.5125591960784314,0.6108001960784315,0.5980001960784315,0.5426341960784314,0.6158801960784315,0.5624235294117649,0.5519401960784315,0.5328219817927172,0.6524701960784316,0.5059595064232592,0.6308501960784315,0.6213118089816573,0.5703851960784315,0.6881587675070029,0.6082861960784315,0.6698341960784315,0.7589551960784315,0.6053776960784315,0.6085579738562092,0.7911201960784314,0.7016601960784314,0.6738851960784314,0.6873168627450982,0.6204124183006537,0.6448273389355743,0.3656114460784313,0.6360901960784314,0.6405851960784316
ASV 38,0.7589053472222222,0.6368288888888889,0.5527622222222222,0.6760722222222222,0.6509635336976319,0.7077022222222221,0.6890022222222222,0.6791072222222222,0.5896483512544802,0.5963582222222221,0.5971472222222222,0.6948622222222222,0.5043036507936508,0.5023476767676768,0.49459767676767674,0.5151772222222222,0.5415022222222222,0.5604822222222222,0.5452322222222222,0.4730022222222222,0.5469622222222222,0.5265782222222223,0.5092797222222222,0.2755193888888889,0.8233547222222223,0.8021322222222222,0.7784155555555555,0.7114822222222222,0.7533853801169591,0.7553422222222222,0.8397872222222224,0.7427100144300145,0.6427403472222223,0.7778002222222223,0.27804331978319785,0.2950602222222222,0.48729222222222224,0.4233824183006536,0.0,0.2021788888888889,0.19807242630385485,0.24890300873907617,0.26717949494949494,0.3603955555555555,0.3044215555555555,0.24201722222222222,0.16783353801169593,0.5030422222222222,0.5141322222222221,0.5092072222222221,0.3069988104575163,0.5813722222222222,0.5532622222222222,0.42797444444444444,0.5582622222222222,0.30346767676767683,0.5826622222222222,0.5751522222222223,0.48260222222222215,0.5033022222222221,0.3207672222222222,0.27535450793650795,0.5603672222222222,0.48625555555555544,0.46499650793650793,0.4547197222222221,0.4623422222222222,0.5089355555555555,0.5732322222222223,0.5622222222222222,0.5974522222222222,0.4377481481481481,0.5477622222222222,0.4767973946360152,0.5407222222222222,0.5890697222222222,0.44810936507936505,0.5267022222222222,0.5808522222222222,0.37230555555555556,0.5266072222222222,0.45457222222222216,0.5089822222222221,0.49510822222222217,0.5074862222222222,0.5290722222222222,0.48610555555555546,0.40930472222222214,0.3490788888888888,0.5001442222222221,0.5176682222222222,0.5638522222222222,0.5232155555555555,0.40631837606837595,0.3490267222222222,0.5450822222222221,0.47736222222222213,0.43276222222222216,0.42990222222222213,0.3054772222222222,0.43282222222222216,0.2965247222222222,0.48609222222222215,0.5122322222222222,0.5228022222222222,0.5364222222222221,0.42313222222222213,0.42757222222222213,0.5099622222222222,0.3191922222222222,0.3072313450292397,0.44152888888888886,0.3784347222222222,0.37904760683760685,0.4658838888888889,0.41747222222222213,0.38609222222222217,0.541129365079365,0.5856872222222222,0.28407837606837605,0.27428068376068376,0.4650612222222221,0.5633022222222223,0.5505022222222222,0.4951362222222221,0.5683822222222222,0.5149255555555556,0.5044422222222222,0.4853240079365079,0.6049722222222224,0.4584615325670498,0.5833522222222223,0.573813835125448,0.5228872222222223,0.6406607936507938,0.5607882222222222,0.6223362222222223,0.7114572222222224,0.5578797222222223,0.56106,0.7436222222222223,0.6541622222222223,0.6263872222222222,0.6398188888888889,0.5729144444444445,0.5973293650793651,0.3181134722222222,0.5885922222222222,0.5930872222222223
ASV 39,0.8148997916666667,0.6928233333333333,0.6087566666666666,0.7320666666666665,0.7069579781420765,0.7636966666666666,0.7449966666666666,0.7351016666666667,0.6456427956989247,0.6523526666666666,0.6531416666666666,0.7508566666666666,0.5602980952380952,0.5583421212121211,0.5505921212121212,0.5711716666666666,0.5974966666666667,0.6164766666666667,0.6012266666666667,0.5289966666666667,0.6029566666666667,0.5825726666666667,0.5652741666666667,0.33151383333333334,0.8793491666666667,0.8581266666666666,0.83441,0.7674766666666667,0.8093798245614036,0.8113366666666667,0.8957816666666666,0.798704458874459,0.6987347916666667,0.8337946666666668,0.3340377642276423,0.3510546666666667,0.5432866666666667,0.47937686274509805,0.2021788888888889,0.0,0.2540668707482993,0.3048974531835206,0.32317393939393935,0.41639,0.36041599999999996,0.2980116666666667,0.22382798245614036,0.5590366666666666,0.5701266666666667,0.5652016666666667,0.36299325490196077,0.6373666666666667,0.6092566666666667,0.4839688888888889,0.6142566666666668,0.3594621212121212,0.6386566666666667,0.6311466666666667,0.5385966666666666,0.5592966666666667,0.37676166666666666,0.3313489523809523,0.6163616666666667,0.5422499999999999,0.5209909523809524,0.5107141666666666,0.5183366666666667,0.5649299999999999,0.6292266666666667,0.6182166666666667,0.6534466666666667,0.49374259259259257,0.6037566666666667,0.5327918390804597,0.5967166666666667,0.6450641666666668,0.5041038095238095,0.5826966666666666,0.6368466666666667,0.4283,0.5826016666666667,0.5105666666666666,0.5649766666666667,0.5511026666666666,0.5634806666666666,0.5850666666666667,0.5420999999999999,0.4652991666666666,0.4050733333333333,0.5561386666666667,0.5736626666666667,0.6198466666666667,0.57921,0.4623128205128204,0.40502116666666665,0.6010766666666667,0.5333566666666666,0.4887566666666666,0.4858966666666666,0.36147166666666664,0.4888166666666666,0.35251916666666666,0.5420866666666666,0.5682266666666668,0.5787966666666667,0.5924166666666666,0.4791266666666666,0.4835666666666666,0.5659566666666668,0.3751866666666666,0.36322578947368417,0.4975233333333333,0.43442916666666664,0.4350420512820512,0.5218783333333333,0.4734666666666666,0.44208666666666663,0.5971238095238095,0.6416816666666667,0.3400728205128205,0.33027512820512817,0.5210556666666666,0.6192966666666668,0.6064966666666667,0.5511306666666667,0.6243766666666667,0.5709200000000001,0.5604366666666667,0.5413184523809524,0.6609666666666669,0.5144559770114944,0.6393466666666667,0.6298082795698925,0.5788816666666667,0.6966552380952382,0.6167826666666667,0.6783306666666669,0.7674516666666669,0.6138741666666667,0.6170544444444445,0.7996166666666668,0.7101566666666668,0.6823816666666667,0.6958133333333334,0.628908888888889,0.6533238095238096,0.37410791666666665,0.6445866666666668,0.6490816666666669
ASV 40,0.7525333290816327,0.6304568707482993,0.5463902040816326,0.6697002040816326,0.6445915155570424,0.7013302040816326,0.6826302040816327,0.6727352040816326,0.5832763331138907,0.5899862040816326,0.5907752040816326,0.6884902040816326,0.4979316326530613,0.49597565862708726,0.4882256586270871,0.5088052040816327,0.5351302040816326,0.5541102040816327,0.5388602040816326,0.4666302040816326,0.5405902040816326,0.5202062040816327,0.5029077040816327,0.2691473707482993,0.8169827040816326,0.7957602040816327,0.772043537414966,0.7051102040816327,0.7470133619763696,0.7489702040816327,0.8334152040816327,0.7363379962894249,0.6363683290816328,0.7714282040816327,0.2716713016426082,0.28868820408163265,0.4809202040816326,0.4170104001600641,0.19807242630385485,0.2540668707482993,0.0,0.24253099059848662,0.22944747680890534,0.322663537414966,0.2666895374149659,0.15682520408163264,0.16146151987110635,0.49667020408163254,0.5077602040816326,0.5028352040816326,0.3006267923169268,0.5750002040816327,0.5468902040816326,0.4216024263038548,0.5518902040816326,0.2970956586270872,0.5762902040816327,0.5687802040816328,0.4762302040816325,0.4969302040816326,0.3143952040816327,0.2689824897959184,0.5539952040816327,0.4798835374149659,0.4586244897959183,0.4483477040816326,0.4559702040816326,0.5025635374149658,0.5668602040816327,0.5558502040816327,0.5910802040816326,0.4313761300075585,0.5413902040816326,0.4704253764954257,0.5343502040816326,0.5826977040816327,0.4417373469387754,0.5203302040816326,0.5744802040816327,0.3659335374149659,0.5202352040816326,0.44820020408163264,0.5026102040816326,0.48873620408163254,0.5011142040816325,0.5227002040816326,0.47973353741496594,0.4029327040816326,0.3427068707482993,0.4937722040816326,0.5112962040816326,0.5574802040816327,0.5168435374149659,0.39994635792778643,0.34265470408163257,0.5387102040816326,0.47099020408163256,0.4263902040816326,0.4235302040816326,0.2991052040816326,0.42645020408163264,0.29015270408163263,0.4797202040816326,0.5058602040816327,0.5164302040816326,0.5300502040816326,0.41676020408163256,0.42120020408163256,0.5035902040816327,0.31282020408163264,0.3008593268886502,0.43515687074829934,0.37206270408163267,0.3726755886970172,0.45951187074829924,0.4111002040816326,0.37972020408163265,0.5347573469387754,0.5793152040816327,0.27770635792778653,0.2679086656200942,0.4586892040816326,0.5569302040816327,0.5441302040816326,0.48876420408163257,0.5620102040816326,0.508553537414966,0.4980702040816325,0.47895198979591824,0.5986002040816328,0.45208951442646017,0.5769802040816326,0.5674418169848584,0.5165152040816327,0.6342887755102041,0.5544162040816326,0.6159642040816328,0.7050852040816329,0.5515077040816326,0.5546879818594104,0.7372502040816328,0.6477902040816327,0.6200152040816327,0.6334468707482994,0.5665424263038549,0.5909573469387756,0.3117414540816327,0.5822202040816327,0.5867152040816328
ASV 41,0.584023911516854,0.4619474531835207,0.377880786516854,0.501190786516854,0.47608209799226386,0.5328207865168538,0.514120786516854,0.504225786516854,0.41476691554911205,0.42147678651685394,0.422265786516854,0.5199807865168539,0.3294222150882825,0.3274662410623085,0.31971624106230845,0.3402957865168539,0.3666207865168539,0.3856007865168539,0.37035078651685394,0.2981207865168539,0.37208078651685395,0.351696786516854,0.3343982865168539,0.1006379531835206,0.648473286516854,0.627250786516854,0.6035341198501872,0.536600786516854,0.5785039444115908,0.580460786516854,0.6649057865168541,0.5678285787246462,0.46785891151685405,0.602918786516854,0.10316188407782954,0.26439878651685395,0.3603107865168539,0.29640098259528536,0.24890300873907617,0.3048974531835206,0.24253099059848662,0.0,0.3116380592441267,0.40485411985018727,0.3488801198501873,0.28647578651685396,0.13717210230632762,0.3281607865168539,0.3392507865168539,0.33432578651685396,0.13211737475214808,0.4064907865168539,0.3783807865168539,0.25309300873907614,0.3833807865168539,0.12858624106230848,0.4077807865168539,0.400270786516854,0.30772078651685386,0.3284207865168539,0.14588578651685394,0.10047307223113965,0.38548578651685395,0.31137411985018726,0.29011507223113964,0.27983828651685394,0.2874607865168539,0.3340541198501872,0.39835078651685396,0.3873407865168539,0.42257078651685387,0.2628667124427798,0.37288078651685397,0.30191595893064704,0.3658407865168539,0.4141882865168539,0.27322792937399676,0.3518207865168539,0.4059707865168539,0.1974241198501873,0.35172578651685393,0.279690786516854,0.33410078651685393,0.3202267865168539,0.3326047865168539,0.354190786516854,0.3112241198501873,0.23442328651685393,0.17419745318352062,0.3252627865168539,0.3427867865168539,0.3889707865168539,0.34833411985018725,0.23143694036300777,0.17414528651685393,0.37020078651685395,0.4063407865168539,0.36174078651685393,0.35888078651685396,0.23445578651685395,0.361800786516854,0.22550328651685395,0.4150707865168539,0.44121078651685397,0.45178078651685394,0.4654007865168539,0.3521107865168539,0.3565507865168539,0.438940786516854,0.24817078651685395,0.13234990932387147,0.2666474531835206,0.20355328651685395,0.20416617113223856,0.2910024531835206,0.24259078651685395,0.21121078651685396,0.36624792937399675,0.41080578651685395,0.10919694036300778,0.09939924805531548,0.29017978651685394,0.38842078651685397,0.3756207865168538,0.3202547865168539,0.39350078651685383,0.34004411985018723,0.32956078651685383,0.3104425722311396,0.43009078651685395,0.2835800968616815,0.40847078651685387,0.39893239942007963,0.3480057865168539,0.46577935794542524,0.38590678651685384,0.4474547865168539,0.536575786516854,0.38299828651685386,0.3861785642946316,0.568740786516854,0.4792807865168538,0.4515057865168538,0.46493745318352053,0.3980330087390761,0.42244792937399667,0.14323203651685396,0.4137107865168539,0.4182057865168539
