,inchikey,hmdb,kegg,fingerprints
C18-neg_Cluster_0107: myristic acid,TUNFSRHWOTWDNC-UHFFFAOYSA-N,HMDB0000806,C06424,11100000011100000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000000000100000001000000000000000000000100000100000000000000000000000001000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000010010000000000000000000000000000000000100000000000000000001000000000000000000000000000000000000000001100010001100100010100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
HILIC-neg_Cluster_0032: 2-aminobutyric acid,QWCKQJZIFLGMSD-VKHMYHEASA-N,HMDB0000452,C02356,11000000011000100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000100000101000110000011000000000000100000000100000100000000000010000000000001000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000010000001100000000000000000000000000000100000000000010000000000000000000000000000000000000100000000000000000001000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C18-neg_Cluster_0177: tetradecanedioate,HOQADATXFBOEGG-UHFFFAOYSA-N,HMDB0000872,C11002,11100000011100100011100000000010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001111000000000000100001000000000100000000000000000110000111100111000011001100000000110001100100000111010000000010000000000010100010000100010000000001000100000110100100000100000000000000000100000000000000000001001000010000000000000000010001000100010000001000001100000100011001000000010000010011100110110100000000011010100011010100000100011000101000000001001011111000000010001000010001010100110000111100010001100100000100000100011100000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000
HILIC-pos_Cluster_0268: pyridoxamine,NHZMQXZHNVQTQA-UHFFFAOYSA-N,HMDB0001431,C00534,11000000011100110011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011000000000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000000001111000000000000100000000100000000000000000000000110000001100111000011001111000000110001011101000011010010010010010000001001000000000101000000000001100010100011001110100010000000100100000101000000000100000001100010110000000100000000000001101100010100000001111010100110010011000000010100011011001100010110100101001000110010011100001000111000000001000011001101100000000010001110110001101100000000111111100000101000000000011000011101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
HILIC-neg_Cluster_0441: sebacate,CXMXRPHRNRROMY-UHFFFAOYSA-N,HMDB0000792,C08277,11100000011100000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000000000100000001000000000000000000000000000100000000000000000000000001000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000010010000000000000000000000000000000000100000000000000000001000000000000000000000000000000000000000001100010001100100010100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
HILIC-neg_Cluster_0062: alpha-ketoisovalerate,QHKABHOOEWYVLI-UHFFFAOYSA-N,HMDB0000019,C00141,11000000011000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000110100000100100000001000000000000000000000100000100000000000000000000000001000000000000010000000000010000000100100000000100000000010000000000000000000000000000000000000000000000000000000000000000000000001010000000000000000000000000000000000000000010000000000000000000000000000000000000100000000000000000001000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C18-neg_Cluster_0863: docosapentaenoic acid,YUFFSWGQGVEMMI-JLNKQSITSA-N,HMDB0006528,C16513,11110000011110000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000000000100000001000000000000000000000100000100000000000000000000000001000000000100010000000000000100000110100100000100000000000000000000000000000000000001000000000000000000000000010000000100000000001000000000000000000001000000000000000000000010010000000000000000100000000000000000100000000000000000001001000000000000000000010000000000000000011100010001100100000100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
HILIC-neg_Cluster_0288: suberate,TYFQFVWCELRYAO-UHFFFAOYSA-N,HMDB0000893,C08278,11000000011100000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000000000100000001000000000000000000000000000100000000000000000000000001000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000010010000000000000000000000000000000000100000000000000000001000000000000000000000000000000000000000001100010001100100010100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
HILIC-pos_Cluster_0728: 2-deoxyadenosine,OLXZPDWKRNYJJZ-RRKCRQDMSA-N,HMDB0000101,C00559,11000000011100111011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100010010000000000000000000000001011000000000000000000000000000000000000000000000000000000000001011000000000011111100000000000000000000001111000000000000100000000100000000000000000000000100000011100111000011001011100000110000001011111000010111111010011000001011000000000101000000000000100000110011000010110010000000000100000001000000000101101000100010001000010100000000000010101000000100000001010000101010000010000100000010101100000000010010000001100100001000000000111100100010000001000000011110000000000000010110000110000000000100000101100000011000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C18-neg_Cluster_0064: sebacate,CXMXRPHRNRROMY-UHFFFAOYSA-N,HMDB0000792,C08277,11100000011100000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000000000100000001000000000000000000000000000100000000000000000000000001000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000010010000000000000000000000000000000000100000000000000000001000000000000000000000000000000000000000001100010001100100010100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
HILIC-neg_Cluster_0707: pseudouridine,PTJWIQPHWPFNBW-GBNDHIKLSA-N,HMDB0000767,C02067,11000000011100110011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000110000010100111000011000000000000110000000010000000000000010110000000000011000000000100010000000001000000001010101100101000000000000100000000000000000000000001000000000000000000000000000000000000010000001000010000000000001001000100000010001010000010110000000001010000100000000000001100100000000000000000011111110011100100010000000110010000011000001111110101111110000100110110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
HILIC-pos_Cluster_0062: nicotinic acid,PVNIIMVLHYAWGP-UHFFFAOYSA-N,HMDB0001488,C00253,10000000011000100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011000000000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000000001111000000000000000000000100000000000000000000000110000000000110000011001101000000100001111001000100010010010000010000001001000000000101010000000001000110000111101110100110000000000100000101000000000100000001101010000001000100000000010001101100000100001001110000110110011011000000010000010011011111010110000001001010110010001100001000111000110001000011001101100000000000001110010001101100111000110100110000001000100000010000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
HILIC-neg_Cluster_0166: glutamate,WHUUTDBJXJRKMK-VKHMYHEASA-N,HMDB0000148,C00025,11000000011000100011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000100000101000110000011000000000000100000000000000100000000000010000000000001000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000010000001100000000000000000000000000000100000000000010010000000001000000000000000000000000100000000000000000001000001000000000000000000000000000000000000101011000010011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C8-pos_Cluster_0554: cholestenone,NYOXRYYXRWJDKP-GYKMGIIDSA-N,HMDB0000921,C00599,11110000011110000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000000000000001100000110000010000000000000000000000000000000000000000000000001100000110000000000000000000000000000000001101000000000000000000000000000000000000000000000111100000100100000001000000000000000000000100000000000000000000000000000000000000000100010000000001010100000010100100000000000000000000000000000000000000000001000000000000000000000000000000000100000000001000000000000000001001000000000000000000000010010000000000000000100000000000000000000000000000000000000001000000000000000000010000000000100000011000010001000100011000000100011111000000000000000000000000000000000000000000000000000000000000000100000000000000000000100000000000000000000100000000000000000000100000000000000000000100000000000000000000
C18-neg_Cluster_0351: eicosapentaenoic acid,JAZBEHYOTPTENJ-JLNKQSITSA-N,HMDB0001999,C06428,11100000011110000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000000000100000001000000000000000000000100000100000000000000000000000001000000000100010000000000000100000110100100000100000000000000000000000000000000000001000000000000000000000000010000000100000000001000000000000000000001000000000000000000000010010000000000000000100000000000000000100000000000000000001001000000000000000000010000000000000000010100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"HILIC-pos_Cluster_0521: L-1,2,3,4-tetrahydro-beta-carboline-3-carboxylic acid*",FSNCEEGOMTYXKY-UHFFFAOYSA-N,HMDB0035665,,11000000011100110011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100000000000000000000000000000001111000100000000000000000000000000000000000000000000000000000001011000000000011111000000000000000000000001111000000000000100000000100000000000000000000000110000101000110000011001111000000100001100001100100011110010110010011001001000000000101010000000001100100100111100100100110000000000100000101000000000100000001000010000001000100000000010001001100110100001101110000110010010011000000010100110000011110010110000001001000110110001100101000110000000001000011001001001000000000000110110001100100000000111100110001101100111110011100111101000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000
HILIC-pos_Cluster_0007: putrescine,KIDHWZJUCRJVML-UHFFFAOYSA-N,HMDB0001414,C00134,11000000011000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110000000000000100000000000000000000000000000000100000000000110000010000000000000100000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
HILIC-neg_Cluster_0169: 2-hydroxyglutarate,HWXBTNAVRSUOJR-UHFFFAOYSA-N,HMDB0059655,C02630,11000000011000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000010100101000001000000000000010000000000000100000000000000000000000001000000000000010000000000000000000100100000000100000000010000000000000000000000000000000000000000000000000000000000000000000000001010000000000000000000000000000010001000000010010000000000000000000000000000000000100000000000000000001000000000000000000000000010000000000000000110010100010011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C8-pos_Cluster_1849: cholestenone,NYOXRYYXRWJDKP-GYKMGIIDSA-N,HMDB0000921,C00599,11110000011110000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000000000000001100000110000010000000000000000000000000000000000000000000000001100000110000000000000000000000000000000001101000000000000000000000000000000000000000000000111100000100100000001000000000000000000000100000000000000000000000000000000000000000100010000000001010100000010100100000000000000000000000000000000000000000001000000000000000000000000000000000100000000001000000000000000001001000000000000000000000010010000000000000000100000000000000000000000000000000000000001000000000000000000010000000000100000011000010001000100011000000100011111000000000000000000000000000000000000000000000000000000000000000100000000000000000000100000000000000000000100000000000000000000100000000000000000000100000000000000000000
HILIC-pos_Cluster_0041: proline,ONIBWKKTOPOVIA-BYPYZUCNSA-N,HMDB0000162,C00148,11000000011000100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000100000101000110000011000000000000100000000000000100000000010110000000000001000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000010000001100010000000000000000000000000100000000000010010000000001000000000100000000001000100000000000000000001000001000000000000100100000000000000000000100110000001000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C18-neg_Cluster_1385: maslinic acid,MDZKJHQSJHYOHJ-LLICELPBSA-N,HMDB0002392,C16939,11110000011110000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000011000001100000100000000000000000000000000000000000000000110000000000000000000000000000000001101000000000000000000000100000000000000000000000111100010100101000001000000000000010000000100000100000000000000000000000001000000000100010000000001000100000110100100000100000000000000000000000000000000000001000000000000000000000000000000000100000000001000000000000000000001000000000010001000000010010000000000000000100000000000000000100000000000000000001001000000000000000000010010000000000000011100010001100100011110000100011111000000000000000000000000000000000000000000000000000000000000000110000000000000000000110000000000000000000110000100000000000000000000000000000000000000000000000000000000
HILIC-pos_Cluster_0157: lysine,KDXKERNSBIXSRK-YFKPBYRVSA-N,HMDB0000182,C00047,11000000011000110011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000100000101000110000011000000000000100000000000000100000000000010000000000001000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000010000001100000000000000000000000000000100000000000010010000000001000000000000000000000000100000000000000000001000001000000000000000000000000000000000001100110000100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
HILIC-neg_Cluster_0079: 4-hydroxybenzaldehyde,RGHHSNMVTDWUBI-UHFFFAOYSA-N,HMDB0011718,C00633,10000000011000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001101000000000000000000000100000000000000000000000110000000100101000001001100000000010001100000000011010000000000000000000001000000000100010000000001000101000010100101000000000000000000000100000000000000000001001000010000000000000000010001000100000000001000001100000100011001000000010000010011000110010100000100001010100010010100000000111000100000000001001001100000000010001000010001001100110000111100010001100110000000000110011100010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
HILIC-pos_Cluster_0254: 3-methylxanthine,GMSNIKWWOQHZGF-UHFFFAOYSA-N,HMDB0001886,C16357,10000000011000111011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100000000000000000000000000000001011000000000000000000000000000000000000000000000000000000000001011000000000011000000000000000000000000001111000000000000100000000000000000000000000000000100000001000000000011001011000000100000001111011000000010111110010011001000000000000101010000000000100000111011100010111010000000000100000001000000000101101100101110001000010100000000000010101000110000001101010000101010001000000100000000100100000001000010000000100100000100000000101000000000010001000000010000000011100100010010000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
HILIC-neg_Cluster_0182: guanine,UYTPUPDQBNUYGX-UHFFFAOYSA-N,HMDB0000132,C00242,10000000011000111010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000000000011000000000000000000000000001111000000000000100000000000000000000000000000000100000001000000000011001011000000100000001011011000000010110110010011001000000000000101010000000000100000111011100010111010000000000100000001000000000101101100101110001000010100000000000010101000110000001101010000101010001000000100000000100100000001000010000000100100000100000000101000000000010000000000010000000000000000010010000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
HILIC-pos_Cluster_0151: butyrobetaine,JHPNVNIEXXLNTR-UHFFFAOYSA-O,HMDB0001161,C01181,11100000011000100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000000000000100000000000000000000000100000000000110000011000000000000100000000100000100000000011000000000000001000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000010000000000000000000000000000000000000010000000000001000000000000000000001000100000000000000000001000000000000000000000000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
HILIC-neg_Cluster_0033: malonate,OFOBLEOULBTSOW-UHFFFAOYSA-N,,C00383,10000000010000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000000000100000001000000000000000000000000000100000000000000000000000001000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000100000010000000000000000000000000000100000000000000000000010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
HILIC-pos_Cluster_0419: N-acetylhistidine,KBOJOGQFRVVWBH-ZETCQYMHSA-N,HMDB0032055,C02997,11000000011100110011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000000001111000000000000100000000100000000000000000000000100000101000110000011001011000000100001011111001100000010110110010011001001000000000101010000000000100010101111101110111110000000000000000001000000000101101101100010001001010100000000000010101000110000001101110000111000000001000100000100110100000010010010000001101100100100001100101000100000000000000000011001001011000000010110100000100000000100000101111000001000100000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
HILIC-pos_Cluster_0038: N-acetylputrescine,KLZGKIDSEJWEDW-UHFFFAOYSA-N,HMDB0002064,C02714,11000000011000110010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000000000000000000000000000100000000000110000011000000000000100000000100000000000000010110000000000000000000000000010000000000000000001000100000001000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000001000000000000000000001000000000000000000000000000001011000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C18-neg_Cluster_0171: palmitic acid,IPCSVZSSVZVIGE-UHFFFAOYSA-N,HMDB0000220,C00249,11110000011110000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000000000100000001000000000000000000000100000100000000000000000000000001000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000010010000000000000000000000000000000000100000000000000000001000000000000000000000000000000000000000001100010001100100010100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
HILIC-pos_Cluster_0066: taurine,XOAAWQZATWQOTB-UHFFFAOYSA-N,HMDB0000251,C00245,10000000010000100011000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110000000100000100000000100000000000000000000000000000000000110001010100000000000100100000000000000000000000010000000000000010000010000000000000000000000000000000000000000001110000010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C18-neg_Cluster_0111: dodecanedioic acid,TVIDDXQYHWJXFK-UHFFFAOYSA-N,HMDB0000623,C02678,11100000011100000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000000000100000001000000000000000000000000000100000000000000000000000001000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000010010000000000000000000000000000000000100000000000000000001000000000000000000000000000000000000000001100010001100100010100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
HILIC-pos_Cluster_0914: 8-hydroxy-deoxyguanosine,HCAJQHYUCKICQH-VPENINKCSA-N,HMDB0003333,,11000000011100111011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100100010000000000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000100000011100111000011000000000000110000000010000000000000011110000000000011000000000101010000000000000000101010100000111010000000000100000000000000000000001000000000000000000000000000000010000000000000000100010000000000001000000100000010101000000000010000000001000000000100000000111100100000000000000000011110000011100000010000000110000000001000000101100000011000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C18-neg_Cluster_0901: 7-ketodeoxycholate,RHCPKKNRWFXMAT-SQWYQQCBSA-N,HMDB0000391,C04643,11110000011110000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000000000000001100000110000011000000000000000000000000000000000000000000000001100000110000000000000000000000000000000001101000000000000000000000100000000000000000000000111100010100101000001000000000000010000000100000100000000000000000000000001000000000000010000000000010000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000001000000010010000000000000000000000000000000000100000000000000000001000000000000000000000000000000000000000001100010001100110011110000110011111000000000000000000000000000000000000000000000000000000000000000110000000000000000000110000000000000000000110000000000000000000100000000000000000000100000000000000000000
HILIC-pos_Cluster_0172: triethanolamine,GSEJCLTVZPLZKY-UHFFFAOYSA-N,HMDB0032538,C06771,11000000011000100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000000000000100000000000000000000000000000000000111000011000000000000110000000000000000000000011000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000100001000000000000000000000000000000000000000000000000000000000000000000000000000000000000100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
HILIC-neg_Cluster_0392: citrate,KRKNYBCHXYNGOX-UHFFFAOYSA-N,HMDB0000094,C00158,11000000011000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000110001000100100000001000000000000000000000000000100000000000000000000000001000000000000010000000000000000000100100000000100000000010000000000000000000000000000000000000000000000000000000000000000000000001010000000000000000000000000000010000000000010110000000000000000000000000000000000100000000000000000001010010000000000000000000010000000000000000110010110010011000000000000010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
HILIC-pos_Cluster_0114: 2-hydroxyphenethylamine,ULSIYEODSMZIPX-UHFFFAOYSA-N,HMDB0001065,C02735,11000000011100100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001111000000000000100000000100000000000000000000000110000010100111000011001100000000110001100000000000010000000010000000000001000000000100000000000001000100000010000100000000000000000000000100000000000000000001000000000000000000000000010001000100010000000000000000000100010001000000010100011011000100010100000001001000100010001100000000111000000000000001001001101000000000001000010001001100000000111100100001100000010100000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
HILIC-neg_Cluster_0237: fucose,PMMURAAUARKVCB-DUVQVXGLSA-N,HMDB0012327,C02781,11000000011000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000010100101100001000000000000011000000000000100000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010001000000000010000000000000000000000000000000100100000000000000000001010000000000000000000001110000000000000001110000000110000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
