,ASV 13,ASV 18,ASV 23,ASV 36,ASV 38,ASV 45,ASV 50,ASV 60,ASV 62,ASV 63,ASV 66,ASV 73,ASV 76,ASV 82,ASV 83,ASV 84,ASV 86,ASV 87,ASV 88,ASV 89,ASV 91,ASV 94,ASV 95,ASV 97,ASV 98,ASV 99,ASV 100,ASV 101,ASV 102,ASV 103,ASV 106,ASV 108,ASV 109,ASV 110,ASV 111,ASV 112,ASV 113,ASV 114,ASV 117,ASV 118,ASV 119,ASV 120,ASV 121,ASV 122,ASV 123,ASV 124,ASV 125,ASV 126,ASV 127,ASV 128,ASV 129,ASV 130,ASV 134,ASV 137,ASV 138,ASV 140,ASV 142,ASV 144,ASV 145,ASV 147,ASV 148,ASV 149,ASV 152,ASV 153,ASV 155,ASV 156,ASV 157,ASV 158,ASV 159,ASV 162,ASV 164,ASV 165,ASV 167,ASV 172,ASV 173,ASV 175,ASV 176,ASV 177,ASV 179,ASV 182,ASV 188,ASV 191,ASV 193
ASV 66,0.09592979933378151,0.06349257386689075,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.5750008526700157,0.09592979933378151,0.058364944804240156,0.09592979933378151,0.09592979933378151,0.0,0.09592979933378151,0.0595064672499416,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.40295138908689077,0.09592979933378151,0.06951930055617647,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09024838919189077,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.40236917868564076,0.07388124301689075,0.09592979933378151,0.09592979933378151,0.3985961396293907,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.06779960006609076,0.09592979933378151,0.22071677486689079,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.0726237499493469,0.5468535807168907,0.44117239015689075,0.2811380720805271,0.09592979933378151,0.06752784238564075,0.09592979933378151,0.09592979933378151,0.06253764155260504,0.09592979933378151,0.39441240826689083,0.3688879091418908,0.3763125005668908,0.335780424398709
ASV 73,0.09592979933378151,0.06349257386689075,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.5750008526700157,0.09592979933378151,0.058364944804240156,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.0,0.0595064672499416,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.40295138908689077,0.09592979933378151,0.06951930055617647,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09024838919189077,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.40236917868564076,0.07388124301689075,0.09592979933378151,0.09592979933378151,0.3985961396293907,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.06779960006609076,0.09592979933378151,0.22071677486689079,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.0726237499493469,0.5468535807168907,0.44117239015689075,0.2811380720805271,0.09592979933378151,0.06752784238564075,0.09592979933378151,0.09592979933378151,0.06253764155260504,0.09592979933378151,0.39441240826689083,0.3688879091418908,0.3763125005668908,0.335780424398709
ASV 76,0.0595064672499416,0.027069241783050847,0.0595064672499416,0.0595064672499416,0.0595064672499416,0.5385775205861758,0.0595064672499416,0.021941612720400246,0.0595064672499416,0.0595064672499416,0.0595064672499416,0.0595064672499416,0.0,0.0595064672499416,0.0595064672499416,0.0595064672499416,0.0595064672499416,0.0595064672499416,0.0595064672499416,0.0595064672499416,0.0595064672499416,0.0595064672499416,0.0595064672499416,0.0595064672499416,0.0595064672499416,0.0595064672499416,0.0595064672499416,0.0595064672499416,0.0595064672499416,0.0595064672499416,0.36652805700305086,0.0595064672499416,0.03309596847233656,0.0595064672499416,0.0595064672499416,0.0595064672499416,0.0595064672499416,0.0595064672499416,0.0595064672499416,0.05382505710805085,0.0595064672499416,0.0595064672499416,0.0595064672499416,0.0595064672499416,0.0595064672499416,0.0595064672499416,0.0595064672499416,0.0595064672499416,0.0595064672499416,0.0595064672499416,0.0595064672499416,0.0595064672499416,0.36594584660180085,0.03745791093305084,0.0595064672499416,0.0595064672499416,0.3621728075455508,0.0595064672499416,0.0595064672499416,0.0595064672499416,0.03137626798225085,0.0595064672499416,0.18429344278305088,0.0595064672499416,0.0595064672499416,0.0595064672499416,0.0595064672499416,0.0595064672499416,0.0595064672499416,0.036200417865506984,0.5104302486330508,0.40474905807305084,0.2447147399966872,0.0595064672499416,0.031104510301800843,0.0595064672499416,0.0595064672499416,0.026114309468765133,0.0595064672499416,0.3579890761830509,0.3324645770580509,0.3398891684830509,0.29935709231486907
ASV 82,0.09592979933378151,0.06349257386689075,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.5750008526700157,0.09592979933378151,0.058364944804240156,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.0595064672499416,0.0,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.40295138908689077,0.09592979933378151,0.06951930055617647,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09024838919189077,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.40236917868564076,0.07388124301689075,0.09592979933378151,0.09592979933378151,0.3985961396293907,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.06779960006609076,0.09592979933378151,0.22071677486689079,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.0726237499493469,0.5468535807168907,0.44117239015689075,0.2811380720805271,0.09592979933378151,0.06752784238564075,0.09592979933378151,0.09592979933378151,0.06253764155260504,0.09592979933378151,0.39441240826689083,0.3688879091418908,0.3763125005668908,0.335780424398709
ASV 83,0.09592979933378151,0.06349257386689075,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.5750008526700157,0.09592979933378151,0.058364944804240156,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.0595064672499416,0.09592979933378151,0.0,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.40295138908689077,0.09592979933378151,0.06951930055617647,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09024838919189077,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.40236917868564076,0.07388124301689075,0.09592979933378151,0.09592979933378151,0.3985961396293907,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.06779960006609076,0.09592979933378151,0.22071677486689079,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.0726237499493469,0.5468535807168907,0.44117239015689075,0.2811380720805271,0.09592979933378151,0.06752784238564075,0.09592979933378151,0.09592979933378151,0.06253764155260504,0.09592979933378151,0.39441240826689083,0.3688879091418908,0.3763125005668908,0.335780424398709
ASV 84,0.09592979933378151,0.06349257386689075,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.5750008526700157,0.09592979933378151,0.058364944804240156,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.0595064672499416,0.09592979933378151,0.09592979933378151,0.0,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.40295138908689077,0.09592979933378151,0.06951930055617647,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09024838919189077,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.40236917868564076,0.07388124301689075,0.09592979933378151,0.09592979933378151,0.3985961396293907,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.06779960006609076,0.09592979933378151,0.22071677486689079,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.0726237499493469,0.5468535807168907,0.44117239015689075,0.2811380720805271,0.09592979933378151,0.06752784238564075,0.09592979933378151,0.09592979933378151,0.06253764155260504,0.09592979933378151,0.39441240826689083,0.3688879091418908,0.3763125005668908,0.335780424398709
ASV 86,0.09592979933378151,0.06349257386689075,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.5750008526700157,0.09592979933378151,0.058364944804240156,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.0595064672499416,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.0,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.40295138908689077,0.09592979933378151,0.06951930055617647,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09024838919189077,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.40236917868564076,0.07388124301689075,0.09592979933378151,0.09592979933378151,0.3985961396293907,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.06779960006609076,0.09592979933378151,0.22071677486689079,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.0726237499493469,0.5468535807168907,0.44117239015689075,0.2811380720805271,0.09592979933378151,0.06752784238564075,0.09592979933378151,0.09592979933378151,0.06253764155260504,0.09592979933378151,0.39441240826689083,0.3688879091418908,0.3763125005668908,0.335780424398709
ASV 87,0.09592979933378151,0.06349257386689075,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.5750008526700157,0.09592979933378151,0.058364944804240156,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.0595064672499416,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.0,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.40295138908689077,0.09592979933378151,0.06951930055617647,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09024838919189077,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.40236917868564076,0.07388124301689075,0.09592979933378151,0.09592979933378151,0.3985961396293907,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.06779960006609076,0.09592979933378151,0.22071677486689079,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.0726237499493469,0.5468535807168907,0.44117239015689075,0.2811380720805271,0.09592979933378151,0.06752784238564075,0.09592979933378151,0.09592979933378151,0.06253764155260504,0.09592979933378151,0.39441240826689083,0.3688879091418908,0.3763125005668908,0.335780424398709
ASV 88,0.09592979933378151,0.06349257386689075,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.5750008526700157,0.09592979933378151,0.058364944804240156,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.0595064672499416,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.0,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.40295138908689077,0.09592979933378151,0.06951930055617647,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09024838919189077,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.40236917868564076,0.07388124301689075,0.09592979933378151,0.09592979933378151,0.3985961396293907,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.06779960006609076,0.09592979933378151,0.22071677486689079,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.0726237499493469,0.5468535807168907,0.44117239015689075,0.2811380720805271,0.09592979933378151,0.06752784238564075,0.09592979933378151,0.09592979933378151,0.06253764155260504,0.09592979933378151,0.39441240826689083,0.3688879091418908,0.3763125005668908,0.335780424398709
ASV 89,0.09592979933378151,0.06349257386689075,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.5750008526700157,0.09592979933378151,0.058364944804240156,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.0595064672499416,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.0,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.40295138908689077,0.09592979933378151,0.06951930055617647,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09024838919189077,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.40236917868564076,0.07388124301689075,0.09592979933378151,0.09592979933378151,0.3985961396293907,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.06779960006609076,0.09592979933378151,0.22071677486689079,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.0726237499493469,0.5468535807168907,0.44117239015689075,0.2811380720805271,0.09592979933378151,0.06752784238564075,0.09592979933378151,0.09592979933378151,0.06253764155260504,0.09592979933378151,0.39441240826689083,0.3688879091418908,0.3763125005668908,0.335780424398709
ASV 91,0.09592979933378151,0.06349257386689075,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.5750008526700157,0.09592979933378151,0.058364944804240156,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.0595064672499416,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.0,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.40295138908689077,0.09592979933378151,0.06951930055617647,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09024838919189077,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.40236917868564076,0.07388124301689075,0.09592979933378151,0.09592979933378151,0.3985961396293907,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.06779960006609076,0.09592979933378151,0.22071677486689079,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.0726237499493469,0.5468535807168907,0.44117239015689075,0.2811380720805271,0.09592979933378151,0.06752784238564075,0.09592979933378151,0.09592979933378151,0.06253764155260504,0.09592979933378151,0.39441240826689083,0.3688879091418908,0.3763125005668908,0.335780424398709
ASV 94,0.09592979933378151,0.06349257386689075,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.5750008526700157,0.09592979933378151,0.058364944804240156,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.0595064672499416,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.0,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.40295138908689077,0.09592979933378151,0.06951930055617647,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09024838919189077,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.40236917868564076,0.07388124301689075,0.09592979933378151,0.09592979933378151,0.3985961396293907,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.06779960006609076,0.09592979933378151,0.22071677486689079,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.0726237499493469,0.5468535807168907,0.44117239015689075,0.2811380720805271,0.09592979933378151,0.06752784238564075,0.09592979933378151,0.09592979933378151,0.06253764155260504,0.09592979933378151,0.39441240826689083,0.3688879091418908,0.3763125005668908,0.335780424398709
ASV 95,0.09592979933378151,0.06349257386689075,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.5750008526700157,0.09592979933378151,0.058364944804240156,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.0595064672499416,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.0,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.40295138908689077,0.09592979933378151,0.06951930055617647,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09024838919189077,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.40236917868564076,0.07388124301689075,0.09592979933378151,0.09592979933378151,0.3985961396293907,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.06779960006609076,0.09592979933378151,0.22071677486689079,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.0726237499493469,0.5468535807168907,0.44117239015689075,0.2811380720805271,0.09592979933378151,0.06752784238564075,0.09592979933378151,0.09592979933378151,0.06253764155260504,0.09592979933378151,0.39441240826689083,0.3688879091418908,0.3763125005668908,0.335780424398709
ASV 97,0.09592979933378151,0.06349257386689075,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.5750008526700157,0.09592979933378151,0.058364944804240156,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.0595064672499416,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.0,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.40295138908689077,0.09592979933378151,0.06951930055617647,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09024838919189077,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.40236917868564076,0.07388124301689075,0.09592979933378151,0.09592979933378151,0.3985961396293907,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.06779960006609076,0.09592979933378151,0.22071677486689079,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.0726237499493469,0.5468535807168907,0.44117239015689075,0.2811380720805271,0.09592979933378151,0.06752784238564075,0.09592979933378151,0.09592979933378151,0.06253764155260504,0.09592979933378151,0.39441240826689083,0.3688879091418908,0.3763125005668908,0.335780424398709
ASV 98,0.09592979933378151,0.06349257386689075,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.5750008526700157,0.09592979933378151,0.058364944804240156,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.0595064672499416,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.0,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.40295138908689077,0.09592979933378151,0.06951930055617647,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09024838919189077,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.40236917868564076,0.07388124301689075,0.09592979933378151,0.09592979933378151,0.3985961396293907,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.06779960006609076,0.09592979933378151,0.22071677486689079,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.0726237499493469,0.5468535807168907,0.44117239015689075,0.2811380720805271,0.09592979933378151,0.06752784238564075,0.09592979933378151,0.09592979933378151,0.06253764155260504,0.09592979933378151,0.39441240826689083,0.3688879091418908,0.3763125005668908,0.335780424398709
ASV 99,0.09592979933378151,0.06349257386689075,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.5750008526700157,0.09592979933378151,0.058364944804240156,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.0595064672499416,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.0,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.40295138908689077,0.09592979933378151,0.06951930055617647,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09024838919189077,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.40236917868564076,0.07388124301689075,0.09592979933378151,0.09592979933378151,0.3985961396293907,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.06779960006609076,0.09592979933378151,0.22071677486689079,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.0726237499493469,0.5468535807168907,0.44117239015689075,0.2811380720805271,0.09592979933378151,0.06752784238564075,0.09592979933378151,0.09592979933378151,0.06253764155260504,0.09592979933378151,0.39441240826689083,0.3688879091418908,0.3763125005668908,0.335780424398709
ASV 100,0.09592979933378151,0.06349257386689075,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.5750008526700157,0.09592979933378151,0.058364944804240156,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.0595064672499416,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.0,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.40295138908689077,0.09592979933378151,0.06951930055617647,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09024838919189077,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.40236917868564076,0.07388124301689075,0.09592979933378151,0.09592979933378151,0.3985961396293907,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.06779960006609076,0.09592979933378151,0.22071677486689079,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.0726237499493469,0.5468535807168907,0.44117239015689075,0.2811380720805271,0.09592979933378151,0.06752784238564075,0.09592979933378151,0.09592979933378151,0.06253764155260504,0.09592979933378151,0.39441240826689083,0.3688879091418908,0.3763125005668908,0.335780424398709
ASV 101,0.09592979933378151,0.06349257386689075,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.5750008526700157,0.09592979933378151,0.058364944804240156,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.0595064672499416,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.0,0.09592979933378151,0.09592979933378151,0.40295138908689077,0.09592979933378151,0.06951930055617647,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09024838919189077,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.40236917868564076,0.07388124301689075,0.09592979933378151,0.09592979933378151,0.3985961396293907,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.06779960006609076,0.09592979933378151,0.22071677486689079,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.09592979933378151,0.0726237499493469,0.5468535807168907,0.44117239015689075,0.2811380720805271,0.09592979933378151,0.06752784238564075,0.09592979933378151,0.09592979933378151,0.06253764155260504,0.09592979933378151,0.39441240826689083,0.3688879091418908,0.3763125005668908,0.335780424398709
